filename,num_point,pore_depth,area_top,area_bottom,max_depth_top,max_depth_bottom
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_2.dxf,20,0.04,0.1361844351597169,0.13351377130190453,0.039412780356719336,0.2636498925959174
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_3.dxf,20,0.04,0.1344612227808618,0.13574269685228518,0.036313312124936006,0.2620271750498889
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_4.dxf,20,0.04,0.13604933951134698,0.13375591217177588,0.03904526457764096,0.2604219764098677
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_5.dxf,20,0.04,0.13524400503019832,0.13477846321347148,0.039137182345433875,0.26113272533657794
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_6.dxf,20,0.04,0.13287333646885063,0.13749987724810778,0.03882065948829919,0.2605092840175234
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_7.dxf,20,0.04,0.137104308427412,0.13288194487236352,0.039442330733104464,0.2621059769562951
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_8.dxf,20,0.04,0.13514450757051832,0.13477027824371385,0.03930536123172347,0.2606150377621861
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_9.dxf,20,0.04,0.13483820264740037,0.13484622257131376,0.03802774856426247,0.2636935658409303
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_0.dxf,20,0.04,0.1331640249644815,0.13666214320903122,0.03940787736504822,0.2616173819070264
/Users/shomikverma/Documents/GitHub/graphite-modeling/fusion add-in/generate_dxf/dxf_geometries/test2D_20_pts_0.04_depth_1.dxf,20,0.04,0.13237093630425914,0.137376428440857,0.03840327502759692,0.263890741209969
