scale,porosity,v_added_sim,v_added_meas,file_index
0.93,0.22,5.9936198819007595e-06,6e-06,1
0.93,0.21,6.012505502889408e-06,6e-06,1
0.93,0.2,6.031391123878058e-06,6e-06,1
0.93,0.24,5.955848639923459e-06,6e-06,1
0.94,0.11,5.9612445316345035e-06,6e-06,1
0.94,0.12,5.945056856501376e-06,6e-06,1
0.94,0.06999999999999999,6.025995232167017e-06,6e-06,1
0.94,0.09,5.993619881900761e-06,6e-06,1
0.94,0.06000000000000001,6.042182907300145e-06,6e-06,1
0.94,0.1,5.977432206767632e-06,6e-06,1
0.94,0.05,6.058370582433274e-06,6e-06,1
0.94,0.08,6.009807557033889e-06,6e-06,1
0.03,0.94,6.050377028155635e-06,6e-06,2
0.04,0.94,6.034163634884128e-06,6e-06,2
0.05,0.94,6.017950241612619e-06,6e-06,2
0.06000000000000001,0.94,6.001736848341111e-06,6e-06,2
0.06999999999999999,0.94,5.985523455069602e-06,6e-06,2
0.08,0.94,5.969310061798094e-06,6e-06,2
0.09,0.94,5.953096668526586e-06,6e-06,2
0.17,0.93,6.047674795943717e-06,6e-06,2
0.18000000000000002,0.93,6.028759170460293e-06,6e-06,2
0.19,0.93,6.0098435449768645e-06,6e-06,2
0.2,0.93,5.990927919493439e-06,6e-06,2
0.21,0.93,5.9720122940100124e-06,6e-06,2
0.22,0.93,5.953096668526588e-06,6e-06,2
0.27,0.92,6.055781492579472e-06,6e-06,2
0.28,0.92,6.0341636348841285e-06,6e-06,2
0.29000000000000004,0.92,6.012545777188784e-06,6e-06,2
0.3,0.92,5.990927919493441e-06,6e-06,2
0.31,0.92,5.969310061798095e-06,6e-06,2
0.32,0.92,5.947692204102749e-06,6e-06,2
0.35000000000000003,0.91,6.0584837247913926e-06,6e-06,2
0.36000000000000004,0.91,6.0341636348841285e-06,6e-06,2
0.37,0.91,6.009843544976866e-06,6e-06,2
0.38,0.91,5.985523455069604e-06,6e-06,2
0.39,0.91,5.9612033651623415e-06,6e-06,2
0.42,0.9,6.0449725637318e-06,6e-06,2
0.43,0.9,6.01795024161262e-06,6e-06,2
0.44,0.9,5.990927919493441e-06,6e-06,2
0.45,0.9,5.96390559737426e-06,6e-06,2
0.47,0.89,6.053079260367556e-06,6e-06,2
0.48,0.89,6.023354706036456e-06,6e-06,2
0.49,0.89,5.993630151705358e-06,6e-06,2
0.5,0.89,5.96390559737426e-06,6e-06,2
0.52,0.88,6.0341636348841285e-06,6e-06,2
0.53,0.88,6.001736848341112e-06,6e-06,2
0.54,0.88,5.969310061798096e-06,6e-06,2
0.55,0.87,6.0584837247913926e-06,6e-06,2
0.56,0.87,6.023354706036458e-06,6e-06,2
0.5700000000000001,0.87,5.988225687281523e-06,6e-06,2
0.5800000000000001,0.87,5.953096668526588e-06,6e-06,2
0.59,0.86,6.0287591704602935e-06,6e-06,2
0.6,0.86,5.9909279194934414e-06,6e-06,2
0.61,0.86,5.953096668526588e-06,6e-06,2
0.61,0.85,6.0584837247913926e-06,6e-06,2
0.62,0.85,6.0179502416126226e-06,6e-06,2
0.63,0.85,5.977416758433852e-06,6e-06,2
0.64,0.8400000000000001,6.0341636348841285e-06,6e-06,2
0.65,0.8400000000000001,5.990927919493441e-06,6e-06,2
0.66,0.8400000000000001,5.947692204102749e-06,6e-06,2
0.66,0.8300000000000001,6.039568099307965e-06,6e-06,2
0.67,0.8300000000000001,5.993630151705358e-06,6e-06,2
0.68,0.8300000000000001,5.947692204102749e-06,6e-06,2
0.68,0.8200000000000001,6.0341636348841285e-06,6e-06,2
0.6900000000000001,0.8200000000000001,5.985523455069604e-06,6e-06,2
0.7000000000000001,0.81,6.0179502416126226e-06,6e-06,2
0.7100000000000001,0.81,5.966607829586178e-06,6e-06,2
0.7100000000000001,0.8,6.044972563731802e-06,6e-06,2
0.72,0.8,5.990927919493441e-06,6e-06,2
0.73,0.79,6.009843544976868e-06,6e-06,2
0.74,0.79,5.953096668526588e-06,6e-06,2
0.74,0.78,6.023354706036458e-06,6e-06,2
0.75,0.77,6.0314614026722114e-06,6e-06,2
0.75,0.78,5.96390559737426e-06,6e-06,2
0.76,0.76,6.0341636348841285e-06,6e-06,2
0.76,0.77,5.969310061798096e-06,6e-06,2
0.77,0.76,5.969310061798097e-06,6e-06,2
0.77,0.75,6.031461402672212e-06,6e-06,2
0.78,0.75,5.96390559737426e-06,6e-06,2
0.78,0.74,6.023354706036458e-06,6e-06,2
0.79,0.74,5.953096668526588e-06,6e-06,2
0.79,0.73,6.009843544976868e-06,6e-06,2
0.8,0.7100000000000001,6.044972563731802e-06,6e-06,2
0.8,0.72,5.9909279194934414e-06,6e-06,2
0.81,0.7000000000000001,6.0179502416126226e-06,6e-06,2
0.81,0.7100000000000001,5.966607829586178e-06,6e-06,2
0.8200000000000001,0.6900000000000001,5.985523455069604e-06,6e-06,2
0.8200000000000001,0.68,6.0341636348841285e-06,6e-06,2
0.8300000000000001,0.68,5.947692204102753e-06,6e-06,2
0.8300000000000001,0.66,6.039568099307968e-06,6e-06,2
0.8300000000000001,0.67,5.9936301517053585e-06,6e-06,2
0.8400000000000001,0.65,5.9909279194934414e-06,6e-06,2
0.8400000000000001,0.64,6.034163634884132e-06,6e-06,2
0.8400000000000001,0.66,5.947692204102753e-06,6e-06,2
0.85,0.62,6.017950241612623e-06,6e-06,2
0.85,0.63,5.9774167584338526e-06,6e-06,2
0.85,0.61,6.058483724791394e-06,6e-06,2
0.86,0.61,5.9530966685265885e-06,6e-06,2
0.86,0.59,6.028759170460295e-06,6e-06,2
0.86,0.6,5.990927919493442e-06,6e-06,2
0.87,0.5700000000000001,5.9882256872815235e-06,6e-06,2
0.87,0.56,6.023354706036458e-06,6e-06,2
0.87,0.55,6.0584837247913926e-06,6e-06,2
0.87,0.5800000000000001,5.9530966685265885e-06,6e-06,2
0.88,0.52,6.034163634884133e-06,6e-06,2
0.88,0.53,6.001736848341118e-06,6e-06,2
0.88,0.54,5.9693100617981e-06,6e-06,2
0.89,0.47,6.0530792603675575e-06,6e-06,2
0.89,0.49,5.9936301517053585e-06,6e-06,2
0.89,0.5,5.96390559737426e-06,6e-06,2
0.89,0.48,6.023354706036458e-06,6e-06,2
0.9,0.42,6.044972563731809e-06,6e-06,2
0.9,0.43,6.017950241612629e-06,6e-06,2
0.9,0.45,5.963905597374266e-06,6e-06,2
0.9,0.44,5.990927919493448e-06,6e-06,2
0.91,0.35000000000000003,6.058483724791396e-06,6e-06,2
0.91,0.36000000000000004,6.034163634884133e-06,6e-06,2
0.91,0.38,5.985523455069607e-06,6e-06,2
0.91,0.39,5.961203365162345e-06,6e-06,2
0.91,0.37,6.0098435449768696e-06,6e-06,2
0.92,0.32,5.947692204102749e-06,6e-06,2
0.92,0.3,5.990927919493441e-06,6e-06,2
0.92,0.31,5.969310061798095e-06,6e-06,2
0.92,0.27,6.055781492579474e-06,6e-06,2
0.92,0.28,6.0341636348841285e-06,6e-06,2
0.92,0.29000000000000004,6.012545777188784e-06,6e-06,2
0.93,0.21,5.9720122940100175e-06,6e-06,2
0.93,0.18000000000000002,6.028759170460297e-06,6e-06,2
0.93,0.19,6.0098435449768696e-06,6e-06,2
0.93,0.17,6.0476747959437225e-06,6e-06,2
0.93,0.2,5.990927919493442e-06,6e-06,2
0.93,0.22,5.95309666852659e-06,6e-06,2
0.94,0.08,5.969310061798099e-06,6e-06,2
0.94,0.06999999999999999,5.985523455069607e-06,6e-06,2
0.94,0.09,5.95309666852659e-06,6e-06,2
0.94,0.03,6.0503770281556396e-06,6e-06,2
0.94,0.06000000000000001,6.001736848341115e-06,6e-06,2
0.94,0.05,6.0179502416126226e-06,6e-06,2
0.94,0.04,6.034163634884133e-06,6e-06,2
0.03,0.94,6.045906793927525e-06,6e-06,3
0.04,0.94,6.0296905527684195e-06,6e-06,3
0.05,0.94,6.013474311609318e-06,6e-06,3
0.06000000000000001,0.94,5.997258070450215e-06,6e-06,3
0.06999999999999999,0.94,5.981041829291111e-06,6e-06,3
0.08,0.94,5.964825588132008e-06,6e-06,3
0.09,0.94,5.948609346972905e-06,6e-06,3
0.17,0.93,6.043204087067674e-06,6e-06,3
0.18000000000000002,0.93,6.02428513904872e-06,6e-06,3
0.19,0.93,6.0053661910297664e-06,6e-06,3
0.2,0.93,5.986447243010813e-06,6e-06,3
0.21,0.93,5.967528294991859e-06,6e-06,3
0.22,0.93,5.948609346972905e-06,6e-06,3
0.27,0.92,6.051312207647226e-06,6e-06,3
0.28,0.92,6.029690552768423e-06,6e-06,3
0.29000000000000004,0.92,6.008068897889617e-06,6e-06,3
0.3,0.92,5.986447243010813e-06,6e-06,3
0.31,0.92,5.964825588132009e-06,6e-06,3
0.32,0.92,5.9432039332532034e-06,6e-06,3
0.35000000000000003,0.91,6.054014914507078e-06,6e-06,3
0.36000000000000004,0.91,6.029690552768423e-06,6e-06,3
0.37,0.91,6.0053661910297664e-06,6e-06,3
0.38,0.91,5.9810418292911125e-06,6e-06,3
0.39,0.91,5.956717467552458e-06,6e-06,3
0.42,0.9,6.040501380207825e-06,6e-06,3
0.43,0.9,6.013474311609319e-06,6e-06,3
0.44,0.9,5.986447243010814e-06,6e-06,3
0.45,0.9,5.9594201744123075e-06,6e-06,3
0.47,0.89,6.0486095007873766e-06,6e-06,3
0.48,0.89,6.018879725329022e-06,6e-06,3
0.49,0.89,5.989149949870663e-06,6e-06,3
0.5,0.89,5.9594201744123075e-06,6e-06,3
0.52,0.88,6.029690552768423e-06,6e-06,3
0.53,0.88,5.997258070450216e-06,6e-06,3
0.54,0.88,5.964825588132009e-06,6e-06,3
0.55,0.87,6.054014914507078e-06,6e-06,3
0.56,0.87,6.0188797253290225e-06,6e-06,3
0.5700000000000001,0.87,5.983744536150963e-06,6e-06,3
0.5800000000000001,0.87,5.948609346972906e-06,6e-06,3
0.59,0.86,6.024285139048723e-06,6e-06,3
0.6,0.86,5.9864472430108144e-06,6e-06,3
0.61,0.86,5.948609346972907e-06,6e-06,3
0.61,0.85,6.054014914507078e-06,6e-06,3
0.62,0.85,6.01347431160932e-06,6e-06,3
0.63,0.85,5.972933708711563e-06,6e-06,3
0.64,0.8400000000000001,6.029690552768423e-06,6e-06,3
0.65,0.8400000000000001,5.986447243010814e-06,6e-06,3
0.66,0.8400000000000001,5.9432039332532034e-06,6e-06,3
0.66,0.8300000000000001,6.035095966488122e-06,6e-06,3
0.67,0.8300000000000001,5.989149949870662e-06,6e-06,3
0.68,0.8200000000000001,6.029690552768423e-06,6e-06,3
0.68,0.8300000000000001,5.9432039332532034e-06,6e-06,3
0.6900000000000001,0.8200000000000001,5.9810418292911125e-06,6e-06,3
0.7000000000000001,0.81,6.01347431160932e-06,6e-06,3
0.7100000000000001,0.81,5.962122881272159e-06,6e-06,3
0.7100000000000001,0.8,6.040501380207825e-06,6e-06,3
0.72,0.8,5.9864472430108144e-06,6e-06,3
0.73,0.79,6.005366191029767e-06,6e-06,3
0.74,0.78,6.0188797253290225e-06,6e-06,3
0.74,0.79,5.948609346972907e-06,6e-06,3
0.75,0.78,5.95942017441231e-06,6e-06,3
0.75,0.77,6.026987845908574e-06,6e-06,3
0.76,0.77,5.964825588132011e-06,6e-06,3
0.76,0.76,6.0296905527684246e-06,6e-06,3
0.77,0.76,5.96482558813201e-06,6e-06,3
0.77,0.75,6.026987845908572e-06,6e-06,3
0.78,0.75,5.959420174412308e-06,6e-06,3
0.78,0.74,6.0188797253290225e-06,6e-06,3
0.79,0.73,6.005366191029767e-06,6e-06,3
0.79,0.74,5.948609346972906e-06,6e-06,3
0.8,0.72,5.9864472430108144e-06,6e-06,3
0.8,0.7100000000000001,6.040501380207826e-06,6e-06,3
0.81,0.7000000000000001,6.013474311609321e-06,6e-06,3
0.81,0.7100000000000001,5.9621228812721605e-06,6e-06,3
0.8200000000000001,0.68,6.029690552768423e-06,6e-06,3
0.8200000000000001,0.6900000000000001,5.9810418292911125e-06,6e-06,3
0.8300000000000001,0.66,6.035095966488122e-06,6e-06,3
0.8300000000000001,0.67,5.989149949870662e-06,6e-06,3
0.8300000000000001,0.68,5.9432039332532034e-06,6e-06,3
0.8400000000000001,0.64,6.029690552768424e-06,6e-06,3
0.8400000000000001,0.65,5.9864472430108144e-06,6e-06,3
0.8400000000000001,0.66,5.943203933253208e-06,6e-06,3
0.85,0.63,5.972933708711563e-06,6e-06,3
0.85,0.61,6.05401491450708e-06,6e-06,3
0.85,0.62,6.013474311609321e-06,6e-06,3
0.86,0.59,6.024285139048723e-06,6e-06,3
0.86,0.61,5.948609346972907e-06,6e-06,3
0.86,0.6,5.9864472430108144e-06,6e-06,3
0.87,0.56,6.0188797253290225e-06,6e-06,3
0.87,0.5800000000000001,5.948609346972907e-06,6e-06,3
0.87,0.55,6.054014914507078e-06,6e-06,3
0.87,0.5700000000000001,5.983744536150964e-06,6e-06,3
0.88,0.53,5.997258070450217e-06,6e-06,3
0.88,0.52,6.0296905527684246e-06,6e-06,3
0.88,0.54,5.964825588132011e-06,6e-06,3
0.89,0.48,6.018879725329024e-06,6e-06,3
0.89,0.5,5.959420174412312e-06,6e-06,3
0.89,0.49,5.9891499498706675e-06,6e-06,3
0.89,0.47,6.048609500787379e-06,6e-06,3
0.9,0.42,6.0405013802078275e-06,6e-06,3
0.9,0.43,6.013474311609322e-06,6e-06,3
0.9,0.44,5.986447243010816e-06,6e-06,3
0.9,0.45,5.959420174412312e-06,6e-06,3
0.91,0.37,6.005366191029772e-06,6e-06,3
0.91,0.39,5.956717467552461e-06,6e-06,3
0.91,0.35000000000000003,6.054014914507082e-06,6e-06,3
0.91,0.38,5.981041829291118e-06,6e-06,3
0.91,0.36000000000000004,6.029690552768426e-06,6e-06,3
