#EXPORTTYPE:                 ,DATA COMPARE                 
#FILE:                       ,sample1.ngb-ds3              
#FORMAT:                     ,NETZSCH5                     
#FTYPE:                      ,ANSI                         
#IDENTITY:                   ,putty                        
#DECIMAL:                    ,POINT                        
#SEPARATOR:                  ,COMMA                        
#MTYPE:                      ,CP                           
#INSTRUMENT:                 ,NETZSCH STA 449F3            
#PROJECT:                    ,Gen3CSP                      
#DATE/TIME:                  ,12/13/2022 3:59:26 PM (UTC-5)
#CORR. FILE:                 ,baseline2.ngb-bs3            
#TEMPCAL:                    ,TCALZERO.TCX                 
#SENSITIVITY:                ,SENSZERO.EXX                 
#LABORATORY:                 ,STEEL                        
#OPERATOR:                   ,MJA                          
#REMARK:                     ,                             
#SAMPLE:                     ,sample1                      
#SAMPLE MASS /mg:            ,35.9                         
#MATERIAL:                   ,                             
#REFERENCE:                  ,                             
#REFERENCE MASS /mg:         ,0                            
#TYPE OF CRUCIBLE:           ,PtRh20 85 �l, with lid       
#SAMPLE CRUCIBLE MASS /mg:   ,0                            
#REFERENCE CRUCIBLE MASS /mg:,0                            
#DSC RANGE /�V:              ,5000                         
#TG RANGE /mg:               ,35000                        
#TAU-R:                      ,---                          
#CORR. CODE:                 ,00                           
#EXO:                        ,-1                           
#RANGE:                      ,25�C/15.0(K/min)/1180�C      
#SEGMENT:                    ,S1/7                         
#SEG. 1:                     ,25�C/15.0(K/min)/1180�C      
,,
##Temp./C,Cp(1)/(J/(g*K))
 227.23361,      1.81266
 227.25341,      1.81276
 227.27322,      1.81283
 227.29302,      1.81288
 227.31283,      1.81291
 227.33263,      1.81292
 227.35243,      1.81292
 227.37224,      1.81291
 227.39204,      1.81290
 227.41185,      1.81289
 227.43165,      1.81288
 227.45146,      1.81287
 227.47126,      1.81287
 227.49107,      1.81288
 227.51087,      1.81290
 227.53067,      1.81292
 227.55048,      1.81296
 227.57028,      1.81301
 227.59009,      1.81309
 227.60989,      1.81320
 227.62970,      1.81336
 227.64950,      1.81356
 227.66931,      1.81381
 227.68911,      1.81407
 227.70891,      1.81433
 227.72872,      1.81454
 227.74852,      1.81467
 227.76833,      1.81472
 227.78813,      1.81471
 227.80794,      1.81467
 227.82774,      1.81461
 227.84754,      1.81456
 227.86735,      1.81454
 227.88715,      1.81454
 227.90696,      1.81455
 227.92676,      1.81456
 227.94657,      1.81456
 227.96637,      1.81454
 227.98618,      1.81452
 228.00598,      1.81452
 228.02578,      1.81454
 228.04559,      1.81460
 228.06539,      1.81471
 228.08520,      1.81486
 228.10500,      1.81503
 228.12481,      1.81521
 228.14461,      1.81539
 228.16442,      1.81555
 228.18422,      1.81570
 228.20402,      1.81583
 228.22383,      1.81596
 228.24363,      1.81609
 228.26344,      1.81622
 228.28324,      1.81635
 228.30305,      1.81646
 228.32285,      1.81654
 228.34265,      1.81658
 228.36246,      1.81657
 228.38226,      1.81651
 228.40207,      1.81643
 228.42187,      1.81635
 228.44168,      1.81629
 228.46148,      1.81625
 228.48129,      1.81626
 228.50109,      1.81631
 228.52089,      1.81641
 228.54070,      1.81656
 228.56050,      1.81675
 228.58031,      1.81697
 228.60011,      1.81720
 228.61992,      1.81741
 228.63972,      1.81760
 228.65953,      1.81773
 228.67933,      1.81782
 228.69913,      1.81785
 228.71894,      1.81786
 228.73874,      1.81784
 228.75855,      1.81781
 228.77835,      1.81777
 228.79816,      1.81773
 228.81796,      1.81768
 228.83776,      1.81763
 228.85757,      1.81759
 228.87737,      1.81757
 228.89718,      1.81759
 228.91698,      1.81767
 228.93679,      1.81781
 228.95659,      1.81804
 228.97640,      1.81832
 228.99620,      1.81861
 229.01600,      1.81889
 229.03581,      1.81911
 229.05561,      1.81925
 229.07542,      1.81931
 229.09522,      1.81930
 229.11503,      1.81924
 229.13483,      1.81914
 229.15464,      1.81902
 229.17444,      1.81889
 229.19424,      1.81878
 229.21405,      1.81871
 229.23385,      1.81871
 229.25366,      1.81878
 229.27346,      1.81891
 229.29327,      1.81906
 229.31307,      1.81922
 229.33287,      1.81935
 229.35268,      1.81943
 229.37248,      1.81946
 229.39229,      1.81947
 229.41209,      1.81945
 229.43190,      1.81944
 229.45170,      1.81944
 229.47151,      1.81946
 229.49131,      1.81949
 229.51111,      1.81952
 229.53092,      1.81957
 229.55072,      1.81961
 229.57053,      1.81965
 229.59033,      1.81969
 229.61014,      1.81974
 229.62994,      1.81978
 229.64975,      1.81982
 229.66955,      1.81985
 229.68935,      1.81987
 229.70916,      1.81987
 229.72896,      1.81984
 229.74877,      1.81976
 229.76857,      1.81965
 229.78838,      1.81954
 229.80818,      1.81947
 229.82798,      1.81946
 229.84779,      1.81955
 229.86759,      1.81973
 229.88740,      1.81997
 229.90720,      1.82022
 229.92701,      1.82042
 229.94681,      1.82054
 229.96662,      1.82056
 229.98642,      1.82052
 230.00622,      1.82047
 230.02603,      1.82047
 230.04583,      1.82054
 230.06564,      1.82069
 230.08544,      1.82089
 230.10525,      1.82109
 230.12505,      1.82124
 230.14486,      1.82131
 230.16466,      1.82130
 230.18446,      1.82125
 230.20427,      1.82121
 230.22407,      1.82121
 230.24388,      1.82128
 230.26368,      1.82143
 230.28349,      1.82162
 230.30329,      1.82182
 230.32309,      1.82201
 230.34290,      1.82215
 230.36270,      1.82223
 230.38251,      1.82225
 230.40231,      1.82223
 230.42212,      1.82216
 230.44192,      1.82206
 230.46173,      1.82193
 230.48153,      1.82181
 230.50133,      1.82172
 230.52114,      1.82167
 230.54094,      1.82171
 230.56075,      1.82184
 230.58055,      1.82202
 230.60036,      1.82222
 230.62016,      1.82240
 230.63997,      1.82251
 230.65977,      1.82255
 230.67957,      1.82253
 230.69938,      1.82249
 230.71918,      1.82245
 230.73899,      1.82242
 230.75879,      1.82244
 230.77860,      1.82249
 230.79840,      1.82257
 230.81820,      1.82268
 230.83801,      1.82281
 230.85781,      1.82296
 230.87762,      1.82310
 230.89742,      1.82325
 230.91723,      1.82338
 230.93703,      1.82350
 230.95684,      1.82359
 230.97664,      1.82367
 230.99644,      1.82375
 231.01625,      1.82383
 231.03605,      1.82392
 231.05586,      1.82402
 231.07566,      1.82411
 231.09547,      1.82418
 231.11527,      1.82420
 231.13508,      1.82414
 231.15488,      1.82401
 231.17468,      1.82381
 231.19449,      1.82361
 231.21429,      1.82345
 231.23410,      1.82338
 231.25390,      1.82344
 231.27371,      1.82361
 231.29351,      1.82387
 231.31331,      1.82416
 231.33312,      1.82445
 231.35292,      1.82470
 231.37273,      1.82490
 231.39253,      1.82506
 231.41234,      1.82516
 231.43214,      1.82523
 231.45195,      1.82525
 231.47175,      1.82525
 231.49155,      1.82522
 231.51136,      1.82517
 231.53116,      1.82510
 231.55097,      1.82503
 231.57077,      1.82497
 231.59058,      1.82491
 231.61038,      1.82488
 231.63019,      1.82489
 231.64999,      1.82494
 231.66979,      1.82503
 231.68960,      1.82514
 231.70940,      1.82523
 231.72921,      1.82526
 231.74901,      1.82520
 231.76882,      1.82507
 231.78862,      1.82491
 231.80842,      1.82480
 231.82823,      1.82480
 231.84803,      1.82494
 231.86784,      1.82521
 231.88764,      1.82553
 231.90745,      1.82587
 231.92725,      1.82615
 231.94706,      1.82634
 231.96686,      1.82640
 231.98666,      1.82640
 232.00647,      1.82639
 232.02627,      1.82641
 232.04608,      1.82653
 232.06588,      1.82673
 232.08569,      1.82698
 232.10549,      1.82723
 232.12530,      1.82742
 232.14510,      1.82752
 232.16490,      1.82755
 232.18471,      1.82753
 232.20451,      1.82751
 232.22432,      1.82751
 232.24412,      1.82759
 232.26393,      1.82771
 232.28373,      1.82786
 232.30353,      1.82799
 232.32334,      1.82806
 232.34314,      1.82803
 232.36295,      1.82790
 232.38275,      1.82769
 232.40256,      1.82748
 232.42236,      1.82731
 232.44217,      1.82724
 232.46197,      1.82729
 232.48177,      1.82744
 232.50158,      1.82762
 232.52138,      1.82778
 232.54119,      1.82789
 232.56099,      1.82792
 232.58080,      1.82792
 232.60060,      1.82789
 232.62041,      1.82786
 232.64021,      1.82786
 232.66001,      1.82789
 232.67982,      1.82797
 232.69962,      1.82806
 232.71943,      1.82816
 232.73923,      1.82826
 232.75904,      1.82835
 232.77884,      1.82842
 232.79864,      1.82847
 232.81845,      1.82849
 232.83825,      1.82849
 232.85806,      1.82847
 232.87786,      1.82843
 232.89767,      1.82839
 232.91747,      1.82837
 232.93728,      1.82837
 232.95708,      1.82840
 232.97688,      1.82846
 232.99669,      1.82854
 233.01649,      1.82861
 233.03630,      1.82866
 233.05610,      1.82870
 233.07591,      1.82871
 233.09571,      1.82874
 233.11552,      1.82879
 233.13532,      1.82889
 233.15512,      1.82905
 233.17493,      1.82927
 233.19473,      1.82950
 233.21454,      1.82972
 233.23434,      1.82987
 233.25415,      1.82993
 233.27395,      1.82989
 233.29375,      1.82979
 233.31356,      1.82967
 233.33336,      1.82956
 233.35317,      1.82949
 233.37297,      1.82950
 233.39278,      1.82955
 233.41258,      1.82966
 233.43239,      1.82980
 233.45219,      1.82996
 233.47199,      1.83014
 233.49180,      1.83031
 233.51160,      1.83047
 233.53141,      1.83060
 233.55121,      1.83068
 233.57102,      1.83071
 233.59082,      1.83070
 233.61063,      1.83065
 233.63043,      1.83056
 233.65023,      1.83044
 233.67004,      1.83030
 233.68984,      1.83015
 233.70965,      1.83002
 233.72945,      1.82992
 233.74926,      1.82988
 233.76906,      1.82990
 233.78886,      1.82997
 233.80867,      1.83009
 233.82847,      1.83026
 233.84828,      1.83046
 233.86808,      1.83070
 233.88789,      1.83093
 233.90769,      1.83116
 233.92750,      1.83135
 233.94730,      1.83149
 233.96710,      1.83158
 233.98691,      1.83162
 234.00671,      1.83162
 234.02652,      1.83159
 234.04632,      1.83153
 234.06613,      1.83145
 234.08593,      1.83137
 234.10574,      1.83131
 234.12554,      1.83127
 234.14534,      1.83127
 234.16515,      1.83130
 234.18495,      1.83136
 234.20476,      1.83143
 234.22456,      1.83149
 234.24437,      1.83152
 234.26417,      1.83151
 234.28397,      1.83149
 234.30378,      1.83146
 234.32358,      1.83145
 234.34339,      1.83148
 234.36319,      1.83156
 234.38300,      1.83167
 234.40280,      1.83177
 234.42261,      1.83184
 234.44241,      1.83185
 234.46221,      1.83180
 234.48202,      1.83172
 234.50182,      1.83164
 234.52163,      1.83158
 234.54143,      1.83158
 234.56124,      1.83165
 234.58104,      1.83178
 234.60085,      1.83195
 234.62065,      1.83214
 234.64045,      1.83232
 234.66026,      1.83248
 234.68006,      1.83261
 234.69987,      1.83270
 234.71967,      1.83274
 234.73948,      1.83274
 234.75928,      1.83270
 234.77908,      1.83262
 234.79889,      1.83254
 234.81869,      1.83247
 234.83850,      1.83244
 234.85830,      1.83245
 234.87811,      1.83250
 234.89791,      1.83255
 234.91772,      1.83259
 234.93752,      1.83259
 234.95732,      1.83256
 234.97713,      1.83250
 234.99693,      1.83245
 235.01674,      1.83243
 235.03654,      1.83246
 235.05635,      1.83255
 235.07615,      1.83268
 235.09596,      1.83280
 235.11576,      1.83288
 235.13556,      1.83288
 235.15537,      1.83279
 235.17517,      1.83263
 235.19498,      1.83247
 235.21478,      1.83234
 235.23459,      1.83228
 235.25439,      1.83235
 235.27419,      1.83253
 235.29400,      1.83277
 235.31380,      1.83300
 235.33361,      1.83315
 235.35341,      1.83318
 235.37322,      1.83307
 235.39302,      1.83291
 235.41283,      1.83275
 235.43263,      1.83266
 235.45243,      1.83268
 235.47224,      1.83278
 235.49204,      1.83292
 235.51185,      1.83306
 235.53165,      1.83316
 235.55146,      1.83318
 235.57126,      1.83314
 235.59107,      1.83305
 235.61087,      1.83295
 235.63067,      1.83284
 235.65048,      1.83275
 235.67028,      1.83269
 235.69009,      1.83266
 235.70989,      1.83267
 235.72970,      1.83272
 235.74950,      1.83282
 235.76930,      1.83296
 235.78911,      1.83312
 235.80891,      1.83326
 235.82872,      1.83337
 235.84852,      1.83342
 235.86833,      1.83341
 235.88813,      1.83340
 235.90794,      1.83342
 235.92774,      1.83354
 235.94754,      1.83377
 235.96735,      1.83405
 235.98715,      1.83434
 236.00696,      1.83456
 236.02676,      1.83466
 236.04657,      1.83458
 236.06637,      1.83434
 236.08618,      1.83402
 236.10598,      1.83369
 236.12578,      1.83342
 236.14559,      1.83330
 236.16539,      1.83332
 236.18520,      1.83345
 236.20500,      1.83366
 236.22481,      1.83391
 236.24461,      1.83415
 236.26441,      1.83438
 236.28422,      1.83458
 236.30402,      1.83475
 236.32383,      1.83489
 236.34363,      1.83498
 236.36344,      1.83503
 236.38324,      1.83504
 236.40305,      1.83500
 236.42285,      1.83491
 236.44265,      1.83478
 236.46246,      1.83464
 236.48226,      1.83451
 236.50207,      1.83443
 236.52187,      1.83446
 236.54168,      1.83461
 236.56148,      1.83485
 236.58129,      1.83514
 236.60109,      1.83541
 236.62089,      1.83562
 236.64070,      1.83572
 236.66050,      1.83571
 236.68031,      1.83566
 236.70011,      1.83558
 236.71992,      1.83551
 236.73972,      1.83550
 236.75952,      1.83557
 236.77933,      1.83568
 236.79913,      1.83583
 236.81894,      1.83598
 236.83874,      1.83613
 236.85855,      1.83623
 236.87835,      1.83630
 236.89816,      1.83632
 236.91796,      1.83629
 236.93776,      1.83621
 236.95757,      1.83608
 236.97737,      1.83593
 236.99718,      1.83579
 237.01698,      1.83567
 237.03679,      1.83561
 237.05659,      1.83563
 237.07640,      1.83571
 237.09620,      1.83585
 237.11600,      1.83603
 237.13581,      1.83625
 237.15561,      1.83650
 237.17542,      1.83674
 237.19522,      1.83694
 237.21503,      1.83708
 237.23483,      1.83710
 237.25463,      1.83702
 237.27444,      1.83687
 237.29424,      1.83670
 237.31405,      1.83654
 237.33385,      1.83645
 237.35366,      1.83645
 237.37346,      1.83651
 237.39327,      1.83659
 237.41307,      1.83667
 237.43287,      1.83671
 237.45268,      1.83670
 237.47248,      1.83666
 237.49229,      1.83661
 237.51209,      1.83658
 237.53190,      1.83659
 237.55170,      1.83666
 237.57151,      1.83675
 237.59131,      1.83685
 237.61111,      1.83691
 237.63092,      1.83690
 237.65072,      1.83682
 237.67053,      1.83671
 237.69033,      1.83660
 237.71014,      1.83651
 237.72994,      1.83650
 237.74974,      1.83657
 237.76955,      1.83672
 237.78935,      1.83690
 237.80916,      1.83707
 237.82896,      1.83718
 237.84877,      1.83718
 237.86857,      1.83708
 237.88838,      1.83692
 237.90818,      1.83674
 237.92798,      1.83661
 237.94779,      1.83655
 237.96759,      1.83659
 237.98740,      1.83669
 238.00720,      1.83683
 238.02701,      1.83696
 238.04681,      1.83707
 238.06662,      1.83715
 238.08642,      1.83722
 238.10622,      1.83727
 238.12603,      1.83734
 238.14583,      1.83742
 238.16564,      1.83752
 238.18544,      1.83764
 238.20525,      1.83778
 238.22505,      1.83794
 238.24485,      1.83811
 238.26466,      1.83829
 238.28446,      1.83846
 238.30427,      1.83863
 238.32407,      1.83877
 238.34388,      1.83889
 238.36368,      1.83898
 238.38349,      1.83906
 238.40329,      1.83913
 238.42309,      1.83921
 238.44290,      1.83930
 238.46270,      1.83941
 238.48251,      1.83952
 238.50231,      1.83960
 238.52212,      1.83966
 238.54192,      1.83968
 238.56173,      1.83965
 238.58153,      1.83959
 238.60133,      1.83949
 238.62114,      1.83937
 238.64094,      1.83923
 238.66075,      1.83908
 238.68055,      1.83895
 238.70036,      1.83883
 238.72016,      1.83875
 238.73996,      1.83873
 238.75977,      1.83876
 238.77957,      1.83883
 238.79938,      1.83891
 238.81918,      1.83898
 238.83899,      1.83903
 238.85879,      1.83905
 238.87860,      1.83906
 238.89840,      1.83907
 238.91820,      1.83909
 238.93801,      1.83914
 238.95781,      1.83921
 238.97762,      1.83931
 238.99742,      1.83943
 239.01723,      1.83956
 239.03703,      1.83970
 239.05684,      1.83984
 239.07664,      1.83996
 239.09644,      1.84006
 239.11625,      1.84013
 239.13605,      1.84015
 239.15586,      1.84012
 239.17566,      1.84006
 239.19547,      1.83999
 239.21527,      1.83993
 239.23507,      1.83991
 239.25488,      1.83993
 239.27468,      1.83999
 239.29449,      1.84006
 239.31429,      1.84012
 239.33410,      1.84015
 239.35390,      1.84013
 239.37371,      1.84006
 239.39351,      1.83997
 239.41331,      1.83987
 239.43312,      1.83978
 239.45292,      1.83973
 239.47273,      1.83972
 239.49253,      1.83975
 239.51234,      1.83981
 239.53214,      1.83990
 239.55195,      1.84003
 239.57175,      1.84018
 239.59155,      1.84034
 239.61136,      1.84048
 239.63116,      1.84061
 239.65097,      1.84070
 239.67077,      1.84075
 239.69058,      1.84077
 239.71038,      1.84077
 239.73018,      1.84076
 239.74999,      1.84075
 239.76979,      1.84074
 239.78960,      1.84072
 239.80940,      1.84069
 239.82921,      1.84066
 239.84901,      1.84062
 239.86882,      1.84058
 239.88862,      1.84053
 239.90842,      1.84049
 239.92823,      1.84045
 239.94803,      1.84043
 239.96784,      1.84042
 239.98764,      1.84041
 240.00745,      1.84040
 240.02725,      1.84038
 240.04706,      1.84033
 240.06686,      1.84027
 240.08666,      1.84022
 240.10647,      1.84020
 240.12627,      1.84024
 240.14608,      1.84036
 240.16588,      1.84056
 240.18569,      1.84081
 240.20549,      1.84106
 240.22529,      1.84129
 240.24510,      1.84144
 240.26490,      1.84150
 240.28471,      1.84149
 240.30451,      1.84142
 240.32432,      1.84132
 240.34412,      1.84120
 240.36393,      1.84109
 240.38373,      1.84099
 240.40353,      1.84090
 240.42334,      1.84083
 240.44314,      1.84079
 240.46295,      1.84078
 240.48275,      1.84079
 240.50256,      1.84082
 240.52236,      1.84085
 240.54217,      1.84089
 240.56197,      1.84093
 240.58177,      1.84098
 240.60158,      1.84105
 240.62138,      1.84115
 240.64119,      1.84129
 240.66099,      1.84148
 240.68080,      1.84169
 240.70060,      1.84189
 240.72040,      1.84206
 240.74021,      1.84218
 240.76001,      1.84221
 240.77982,      1.84218
 240.79962,      1.84212
 240.81943,      1.84206
 240.83923,      1.84202
 240.85904,      1.84202
 240.87884,      1.84205
 240.89864,      1.84210
 240.91845,      1.84217
 240.93825,      1.84223
 240.95806,      1.84228
 240.97786,      1.84232
 240.99767,      1.84237
 241.01747,      1.84244
 241.03728,      1.84255
 241.05708,      1.84270
 241.07688,      1.84288
 241.09669,      1.84305
 241.11649,      1.84318
 241.13630,      1.84324
 241.15610,      1.84320
 241.17591,      1.84307
 241.19571,      1.84290
 241.21551,      1.84271
 241.23532,      1.84255
 241.25512,      1.84243
 241.27493,      1.84235
 241.29473,      1.84231
 241.31454,      1.84231
 241.33434,      1.84233
 241.35415,      1.84239
 241.37395,      1.84246
 241.39375,      1.84253
 241.41356,      1.84262
 241.43336,      1.84269
 241.45317,      1.84274
 241.47297,      1.84279
 241.49278,      1.84281
 241.51258,      1.84282
 241.53239,      1.84282
 241.55219,      1.84280
 241.57199,      1.84277
 241.59180,      1.84274
 241.61160,      1.84270
 241.63141,      1.84265
 241.65121,      1.84261
 241.67102,      1.84257
 241.69082,      1.84255
 241.71062,      1.84257
 241.73043,      1.84263
 241.75023,      1.84274
 241.77004,      1.84289
 241.78984,      1.84308
 241.80965,      1.84328
 241.82945,      1.84349
 241.84926,      1.84370
 241.86906,      1.84388
 241.88886,      1.84404
 241.90867,      1.84414
 241.92847,      1.84419
 241.94828,      1.84416
 241.96808,      1.84407
 241.98789,      1.84396
 242.00769,      1.84384
 242.02750,      1.84374
 242.04730,      1.84367
 242.06710,      1.84364
 242.08691,      1.84360
 242.10671,      1.84355
 242.12652,      1.84348
 242.14632,      1.84335
 242.16613,      1.84320
 242.18593,      1.84305
 242.20573,      1.84295
 242.22554,      1.84294
 242.24534,      1.84304
 242.26515,      1.84322
 242.28495,      1.84343
 242.30476,      1.84363
 242.32456,      1.84377
 242.34437,      1.84380
 242.36417,      1.84373
 242.38397,      1.84360
 242.40378,      1.84348
 242.42358,      1.84341
 242.44339,      1.84342
 242.46319,      1.84350
 242.48300,      1.84362
 242.50280,      1.84373
 242.52261,      1.84381
 242.54241,      1.84383
 242.56221,      1.84379
 242.58202,      1.84371
 242.60182,      1.84361
 242.62163,      1.84350
 242.64143,      1.84342
 242.66124,      1.84337
 242.68104,      1.84335
 242.70084,      1.84338
 242.72065,      1.84346
 242.74045,      1.84360
 242.76026,      1.84378
 242.78006,      1.84398
 242.79987,      1.84418
 242.81967,      1.84435
 242.83948,      1.84447
 242.85928,      1.84457
 242.87908,      1.84464
 242.89889,      1.84470
 242.91869,      1.84477
 242.93850,      1.84486
 242.95830,      1.84497
 242.97811,      1.84507
 242.99791,      1.84516
 243.01772,      1.84521
 243.03752,      1.84522
 243.05732,      1.84516
 243.07713,      1.84506
 243.09693,      1.84493
 243.11674,      1.84479
 243.13654,      1.84465
 243.15635,      1.84453
 243.17615,      1.84442
 243.19595,      1.84432
 243.21576,      1.84422
 243.23556,      1.84413
 243.25537,      1.84403
 243.27517,      1.84397
 243.29498,      1.84395
 243.31478,      1.84400
 243.33459,      1.84414
 243.35439,      1.84438
 243.37419,      1.84466
 243.39400,      1.84493
 243.41380,      1.84514
 243.43361,      1.84525
 243.45341,      1.84522
 243.47322,      1.84506
 243.49302,      1.84484
 243.51283,      1.84460
 243.53263,      1.84440
 243.55243,      1.84427
 243.57224,      1.84422
 243.59204,      1.84423
 243.61185,      1.84428
 243.63165,      1.84437
 243.65146,      1.84448
 243.67126,      1.84460
 243.69106,      1.84471
 243.71087,      1.84481
 243.73067,      1.84487
 243.75048,      1.84489
 243.77028,      1.84486
 243.79009,      1.84479
 243.80989,      1.84469
 243.82970,      1.84456
 243.84950,      1.84442
 243.86930,      1.84428
 243.88911,      1.84415
 243.90891,      1.84405
 243.92872,      1.84398
 243.94852,      1.84397
 243.96833,      1.84401
 243.98813,      1.84409
 244.00794,      1.84420
 244.02774,      1.84434
 244.04754,      1.84451
 244.06735,      1.84469
 244.08715,      1.84485
 244.10696,      1.84498
 244.12676,      1.84504
 244.14657,      1.84503
 244.16637,      1.84493
 244.18617,      1.84478
 244.20598,      1.84463
 244.22578,      1.84453
 244.24559,      1.84451
 244.26539,      1.84458
 244.28520,      1.84471
 244.30500,      1.84486
 244.32481,      1.84499
 244.34461,      1.84506
 244.36441,      1.84508
 244.38422,      1.84507
 244.40402,      1.84506
 244.42383,      1.84510
 244.44363,      1.84521
 244.46344,      1.84538
 244.48324,      1.84557
 244.50305,      1.84576
 244.52285,      1.84590
 244.54265,      1.84596
 244.56246,      1.84593
 244.58226,      1.84584
 244.60207,      1.84573
 244.62187,      1.84563
 244.64168,      1.84558
 244.66148,      1.84560
 244.68128,      1.84568
 244.70109,      1.84578
 244.72089,      1.84586
 244.74070,      1.84589
 244.76050,      1.84586
 244.78031,      1.84577
 244.80011,      1.84568
 244.81992,      1.84562
 244.83972,      1.84561
 244.85952,      1.84571
 244.87933,      1.84586
 244.89913,      1.84603
 244.91894,      1.84615
 244.93874,      1.84617
 244.95855,      1.84606
 244.97835,      1.84583
 244.99816,      1.84555
 245.01796,      1.84525
 245.03776,      1.84499
 245.05757,      1.84478
 245.07737,      1.84464
 245.09718,      1.84457
 245.11698,      1.84456
 245.13679,      1.84463
 245.15659,      1.84478
 245.17639,      1.84497
 245.19620,      1.84519
 245.21600,      1.84540
 245.23581,      1.84557
 245.25561,      1.84569
 245.27542,      1.84577
 245.29522,      1.84584
 245.31503,      1.84590
 245.33483,      1.84597
 245.35463,      1.84608
 245.37444,      1.84621
 245.39424,      1.84634
 245.41405,      1.84644
 245.43385,      1.84650
 245.45366,      1.84650
 245.47346,      1.84645
 245.49327,      1.84636
 245.51307,      1.84627
 245.53287,      1.84620
 245.55268,      1.84616
 245.57248,      1.84618
 245.59229,      1.84622
 245.61209,      1.84627
 245.63190,      1.84631
 245.65170,      1.84632
 245.67150,      1.84628
 245.69131,      1.84621
 245.71111,      1.84613
 245.73092,      1.84605
 245.75072,      1.84600
 245.77053,      1.84595
 245.79033,      1.84592
 245.81014,      1.84590
 245.82994,      1.84587
 245.84974,      1.84582
 245.86955,      1.84576
 245.88935,      1.84571
 245.90916,      1.84567
 245.92896,      1.84567
 245.94877,      1.84571
 245.96857,      1.84579
 245.98838,      1.84589
 246.00818,      1.84596
 246.02798,      1.84598
 246.04779,      1.84592
 246.06759,      1.84579
 246.08740,      1.84562
 246.10720,      1.84544
 246.12701,      1.84530
 246.14681,      1.84523
 246.16661,      1.84526
 246.18642,      1.84536
 246.20622,      1.84549
 246.22603,      1.84564
 246.24583,      1.84576
 246.26564,      1.84584
 246.28544,      1.84588
 246.30525,      1.84590
 246.32505,      1.84589
 246.34485,      1.84587
 246.36466,      1.84584
 246.38446,      1.84581
 246.40427,      1.84579
 246.42407,      1.84577
 246.44388,      1.84576
 246.46368,      1.84577
 246.48349,      1.84579
 246.50329,      1.84581
 246.52309,      1.84584
 246.54290,      1.84586
 246.56270,      1.84588
 246.58251,      1.84589
 246.60231,      1.84590
 246.62212,      1.84590
 246.64192,      1.84589
 246.66172,      1.84587
 246.68153,      1.84585
 246.70133,      1.84582
 246.72114,      1.84581
 246.74094,      1.84582
 246.76075,      1.84585
 246.78055,      1.84591
 246.80036,      1.84599
 246.82016,      1.84610
 246.83996,      1.84624
 246.85977,      1.84639
 246.87957,      1.84656
 246.89938,      1.84672
 246.91918,      1.84686
 246.93899,      1.84697
 246.95879,      1.84703
 246.97860,      1.84705
 246.99840,      1.84701
 247.01820,      1.84691
 247.03801,      1.84675
 247.05781,      1.84653
 247.07762,      1.84629
 247.09742,      1.84607
 247.11723,      1.84594
 247.13703,      1.84594
 247.15683,      1.84607
 247.17664,      1.84628
 247.19644,      1.84650
 247.21625,      1.84668
 247.23605,      1.84676
 247.25586,      1.84670
 247.27566,      1.84654
 247.29547,      1.84632
 247.31527,      1.84612
 247.33507,      1.84597
 247.35488,      1.84593
 247.37468,      1.84596
 247.39449,      1.84605
 247.41429,      1.84617
 247.43410,      1.84629
 247.45390,      1.84639
 247.47371,      1.84647
 247.49351,      1.84651
 247.51331,      1.84653
 247.53312,      1.84650
 247.55292,      1.84644
 247.57273,      1.84634
 247.59253,      1.84623
 247.61234,      1.84613
 247.63214,      1.84607
 247.65194,      1.84605
 247.67175,      1.84608
 247.69155,      1.84613
 247.71136,      1.84622
 247.73116,      1.84634
 247.75097,      1.84647
 247.77077,      1.84661
 247.79058,      1.84673
 247.81038,      1.84683
 247.83018,      1.84688
 247.84999,      1.84688
 247.86979,      1.84681
 247.88960,      1.84671
 247.90940,      1.84658
 247.92921,      1.84645
 247.94901,      1.84633
 247.96882,      1.84623
 247.98862,      1.84613
 248.00842,      1.84603
 248.02823,      1.84590
 248.04803,      1.84573
 248.06784,      1.84552
 248.08764,      1.84532
 248.10745,      1.84514
 248.12725,      1.84503
 248.14705,      1.84501
 248.16686,      1.84506
 248.18666,      1.84516
 248.20647,      1.84527
 248.22627,      1.84537
 248.24608,      1.84542
 248.26588,      1.84543
 248.28569,      1.84542
 248.30549,      1.84542
 248.32529,      1.84548
 248.34510,      1.84562
 248.36490,      1.84582
 248.38471,      1.84605
 248.40451,      1.84627
 248.42432,      1.84642
 248.44412,      1.84648
 248.46393,      1.84642
 248.48373,      1.84628
 248.50353,      1.84612
 248.52334,      1.84598
 248.54314,      1.84590
 248.56295,      1.84589
 248.58275,      1.84593
 248.60256,      1.84598
 248.62236,      1.84602
 248.64216,      1.84600
 248.66197,      1.84593
 248.68177,      1.84583
 248.70158,      1.84572
 248.72138,      1.84564
 248.74119,      1.84561
 248.76099,      1.84563
 248.78080,      1.84570
 248.80060,      1.84577
 248.82040,      1.84585
 248.84021,      1.84591
 248.86001,      1.84593
 248.87982,      1.84593
 248.89962,      1.84591
 248.91943,      1.84591
 248.93923,      1.84591
 248.95904,      1.84594
 248.97884,      1.84599
 248.99864,      1.84603
 249.01845,      1.84607
 249.03825,      1.84607
 249.05806,      1.84604
 249.07786,      1.84597
