#EXPORTTYPE:                 ,DATA COMPARE                 
#FILE:                       ,sample1.ngb-ds3              
#FORMAT:                     ,NETZSCH5                     
#FTYPE:                      ,ANSI                         
#IDENTITY:                   ,putty                        
#DECIMAL:                    ,POINT                        
#SEPARATOR:                  ,COMMA                        
#MTYPE:                      ,CP                           
#INSTRUMENT:                 ,NETZSCH STA 449F3            
#PROJECT:                    ,Gen3CSP                      
#DATE/TIME:                  ,12/13/2022 3:59:26 PM (UTC-5)
#CORR. FILE:                 ,baseline2.ngb-bs3            
#TEMPCAL:                    ,TCALZERO.TCX                 
#SENSITIVITY:                ,SENSZERO.EXX                 
#LABORATORY:                 ,STEEL                        
#OPERATOR:                   ,MJA                          
#REMARK:                     ,                             
#SAMPLE:                     ,sample1                      
#SAMPLE MASS /mg:            ,35.9                         
#MATERIAL:                   ,                             
#REFERENCE:                  ,                             
#REFERENCE MASS /mg:         ,0                            
#TYPE OF CRUCIBLE:           ,PtRh20 85 �l, with lid       
#SAMPLE CRUCIBLE MASS /mg:   ,0                            
#REFERENCE CRUCIBLE MASS /mg:,0                            
#DSC RANGE /�V:              ,5000                         
#TG RANGE /mg:               ,35000                        
#TAU-R:                      ,---                          
#CORR. CODE:                 ,00                           
#EXO:                        ,-1                           
#RANGE:                      ,25�C/15.0(K/min)/1180�C      
#SEGMENT:                    ,S1/7                         
#SEG. 1:                     ,25�C/15.0(K/min)/1180�C      
,,
##Temp./C,Cp(1)/(J/(g*K))
 599.27907,     -1.79477
 599.29887,     -1.79680
 599.31868,     -1.79871
 599.33848,     -1.80048
 599.35828,     -1.80215
 599.37809,     -1.80376
 599.39789,     -1.80537
 599.41770,     -1.80703
 599.43750,     -1.80875
 599.45731,     -1.81052
 599.47711,     -1.81229
 599.49692,     -1.81403
 599.51672,     -1.81573
 599.53652,     -1.81734
 599.55633,     -1.81887
 599.57613,     -1.82030
 599.59594,     -1.82164
 599.61574,     -1.82289
 599.63555,     -1.82403
 599.65535,     -1.82511
 599.67515,     -1.82616
 599.69496,     -1.82720
 599.71476,     -1.82828
 599.73457,     -1.82941
 599.75437,     -1.83057
 599.77418,     -1.83174
 599.79398,     -1.83289
 599.81379,     -1.83400
 599.83359,     -1.83505
 599.85339,     -1.83606
 599.87320,     -1.83705
 599.89300,     -1.83804
 599.91281,     -1.83905
 599.93261,     -1.84009
 599.95242,     -1.84115
 599.97222,     -1.84222
 599.99203,     -1.84329
 600.01183,     -1.84434
 600.03163,     -1.84536
 600.05144,     -1.84635
 600.07124,     -1.84730
 600.09105,     -1.84821
 600.11085,     -1.84909
 600.13066,     -1.84994
 600.15046,     -1.85079
 600.17026,     -1.85168
 600.19007,     -1.85261
 600.20987,     -1.85363
 600.22968,     -1.85473
 600.24948,     -1.85588
 600.26929,     -1.85699
 600.28909,     -1.85803
 600.30890,     -1.85891
 600.32870,     -1.85961
 600.34850,     -1.86014
 600.36831,     -1.86055
 600.38811,     -1.86091
 600.40792,     -1.86125
 600.42772,     -1.86162
 600.44753,     -1.86205
 600.46733,     -1.86255
 600.48714,     -1.86313
 600.50694,     -1.86378
 600.52674,     -1.86451
 600.54655,     -1.86531
 600.56635,     -1.86615
 600.58616,     -1.86701
 600.60596,     -1.86786
 600.62577,     -1.86869
 600.64557,     -1.86949
 600.66537,     -1.87026
 600.68518,     -1.87100
 600.70498,     -1.87170
 600.72479,     -1.87237
 600.74459,     -1.87299
 600.76440,     -1.87359
 600.78420,     -1.87417
 600.80401,     -1.87473
 600.82381,     -1.87528
 600.84361,     -1.87581
 600.86342,     -1.87631
 600.88322,     -1.87677
 600.90303,     -1.87718
 600.92283,     -1.87754
 600.94264,     -1.87788
 600.96244,     -1.87824
 600.98225,     -1.87864
 601.00205,     -1.87912
 601.02185,     -1.87970
 601.04166,     -1.88038
 601.06146,     -1.88110
 601.08127,     -1.88183
 601.10107,     -1.88252
 601.12088,     -1.88313
 601.14068,     -1.88366
 601.16048,     -1.88408
 601.18029,     -1.88440
 601.20009,     -1.88461
 601.21990,     -1.88471
 601.23970,     -1.88473
 601.25951,     -1.88474
 601.27931,     -1.88482
 601.29912,     -1.88504
 601.31892,     -1.88545
 601.33872,     -1.88606
 601.35853,     -1.88680
 601.37833,     -1.88759
 601.39814,     -1.88838
 601.41794,     -1.88909
 601.43775,     -1.88967
 601.45755,     -1.89018
 601.47736,     -1.89063
 601.49716,     -1.89108
 601.51696,     -1.89156
 601.53677,     -1.89211
 601.55657,     -1.89270
 601.57638,     -1.89329
 601.59618,     -1.89385
 601.61599,     -1.89434
 601.63579,     -1.89472
 601.65559,     -1.89501
 601.67540,     -1.89528
 601.69520,     -1.89557
 601.71501,     -1.89595
 601.73481,     -1.89646
 601.75462,     -1.89707
 601.77442,     -1.89775
 601.79423,     -1.89845
 601.81403,     -1.89914
 601.83383,     -1.89979
 601.85364,     -1.90039
 601.87344,     -1.90095
 601.89325,     -1.90148
 601.91305,     -1.90199
 601.93286,     -1.90248
 601.95266,     -1.90295
 601.97247,     -1.90342
 601.99227,     -1.90389
 602.01207,     -1.90436
 602.03188,     -1.90485
 602.05168,     -1.90536
 602.07149,     -1.90590
 602.09129,     -1.90647
 602.11110,     -1.90709
 602.13090,     -1.90775
 602.15070,     -1.90845
 602.17051,     -1.90917
 602.19031,     -1.90988
 602.21012,     -1.91058
 602.22992,     -1.91123
 602.24973,     -1.91185
 602.26953,     -1.91245
 602.28934,     -1.91304
 602.30914,     -1.91364
 602.32894,     -1.91426
 602.34875,     -1.91491
 602.36855,     -1.91560
 602.38836,     -1.91635
 602.40816,     -1.91716
 602.42797,     -1.91805
 602.44777,     -1.91898
 602.46758,     -1.91994
 602.48738,     -1.92089
 602.50718,     -1.92180
 602.52699,     -1.92265
 602.54679,     -1.92344
 602.56660,     -1.92416
 602.58640,     -1.92483
 602.60621,     -1.92546
 602.62601,     -1.92605
 602.64581,     -1.92663
 602.66562,     -1.92722
 602.68542,     -1.92784
 602.70523,     -1.92851
 602.72503,     -1.92927
 602.74484,     -1.93009
 602.76464,     -1.93093
 602.78445,     -1.93176
 602.80425,     -1.93253
 602.82405,     -1.93323
 602.84386,     -1.93385
 602.86366,     -1.93440
 602.88347,     -1.93490
 602.90327,     -1.93537
 602.92308,     -1.93581
 602.94288,     -1.93625
 602.96269,     -1.93671
 602.98249,     -1.93722
 603.00229,     -1.93779
 603.02210,     -1.93845
 603.04190,     -1.93919
 603.06171,     -1.93997
 603.08151,     -1.94076
 603.10132,     -1.94153
 603.12112,     -1.94225
 603.14092,     -1.94293
 603.16073,     -1.94359
 603.18053,     -1.94424
 603.20034,     -1.94490
 603.22014,     -1.94557
 603.23995,     -1.94626
 603.25975,     -1.94692
 603.27956,     -1.94754
 603.29936,     -1.94808
 603.31916,     -1.94853
 603.33897,     -1.94889
 603.35877,     -1.94920
 603.37858,     -1.94949
 603.39838,     -1.94979
 603.41819,     -1.95015
 603.43799,     -1.95057
 603.45780,     -1.95105
 603.47760,     -1.95159
 603.49740,     -1.95217
 603.51721,     -1.95279
 603.53701,     -1.95342
 603.55682,     -1.95402
 603.57662,     -1.95454
 603.59643,     -1.95493
 603.61623,     -1.95514
 603.63603,     -1.95515
 603.65584,     -1.95506
 603.67564,     -1.95496
 603.69545,     -1.95497
 603.71525,     -1.95519
 603.73506,     -1.95566
 603.75486,     -1.95631
 603.77467,     -1.95704
 603.79447,     -1.95778
 603.81427,     -1.95843
 603.83408,     -1.95894
 603.85388,     -1.95935
 603.87369,     -1.95973
 603.89349,     -1.96012
 603.91330,     -1.96058
 603.93310,     -1.96114
 603.95291,     -1.96177
 603.97271,     -1.96240
 603.99251,     -1.96301
 604.01232,     -1.96353
 604.03212,     -1.96395
 604.05193,     -1.96429
 604.07173,     -1.96460
 604.09154,     -1.96491
 604.11134,     -1.96527
 604.13114,     -1.96568
 604.15095,     -1.96615
 604.17075,     -1.96664
 604.19056,     -1.96713
 604.21036,     -1.96760
 604.23017,     -1.96804
 604.24997,     -1.96844
 604.26978,     -1.96882
 604.28958,     -1.96918
 604.30938,     -1.96953
 604.32919,     -1.96989
 604.34899,     -1.97023
 604.36880,     -1.97054
 604.38860,     -1.97079
 604.40841,     -1.97096
 604.42821,     -1.97104
 604.44802,     -1.97105
 604.46782,     -1.97106
 604.48762,     -1.97115
 604.50743,     -1.97139
 604.52723,     -1.97182
 604.54704,     -1.97239
 604.56684,     -1.97299
 604.58665,     -1.97357
 604.60645,     -1.97404
 604.62625,     -1.97432
 604.64606,     -1.97442
 604.66586,     -1.97442
 604.68567,     -1.97437
 604.70547,     -1.97434
 604.72528,     -1.97441
 604.74508,     -1.97461
 604.76489,     -1.97490
 604.78469,     -1.97525
 604.80449,     -1.97565
 604.82430,     -1.97605
 604.84410,     -1.97646
 604.86391,     -1.97689
 604.88371,     -1.97737
 604.90352,     -1.97792
 604.92332,     -1.97856
 604.94313,     -1.97925
 604.96293,     -1.97992
 604.98273,     -1.98046
 605.00254,     -1.98081
 605.02234,     -1.98087
 605.04215,     -1.98067
 605.06195,     -1.98028
 605.08176,     -1.97978
 605.10156,     -1.97926
 605.12136,     -1.97880
 605.14117,     -1.97843
 605.16097,     -1.97816
 605.18078,     -1.97802
 605.20058,     -1.97799
 605.22039,     -1.97810
 605.24019,     -1.97833
 605.26000,     -1.97866
 605.27980,     -1.97906
 605.29960,     -1.97951
 605.31941,     -1.97999
 605.33921,     -1.98047
 605.35902,     -1.98090
 605.37882,     -1.98128
 605.39863,     -1.98155
 605.41843,     -1.98169
 605.43824,     -1.98173
 605.45804,     -1.98172
 605.47784,     -1.98173
 605.49765,     -1.98182
 605.51745,     -1.98204
 605.53726,     -1.98241
 605.55706,     -1.98285
 605.57687,     -1.98330
 605.59667,     -1.98368
 605.61647,     -1.98392
 605.63628,     -1.98399
 605.65608,     -1.98395
 605.67589,     -1.98386
 605.69569,     -1.98380
 605.71550,     -1.98382
 605.73530,     -1.98392
 605.75511,     -1.98407
 605.77491,     -1.98420
 605.79471,     -1.98427
 605.81452,     -1.98424
 605.83432,     -1.98408
 605.85413,     -1.98388
 605.87393,     -1.98370
 605.89374,     -1.98362
 605.91354,     -1.98372
 605.93335,     -1.98402
 605.95315,     -1.98444
 605.97295,     -1.98490
 605.99276,     -1.98530
 606.01256,     -1.98557
 606.03237,     -1.98565
 606.05217,     -1.98558
 606.07198,     -1.98544
 606.09178,     -1.98528
 606.11158,     -1.98517
 606.13139,     -1.98513
 606.15119,     -1.98515
 606.17100,     -1.98521
 606.19080,     -1.98527
 606.21061,     -1.98533
 606.23041,     -1.98536
 606.25022,     -1.98538
 606.27002,     -1.98541
 606.28982,     -1.98549
 606.30963,     -1.98563
 606.32943,     -1.98585
 606.34924,     -1.98613
 606.36904,     -1.98642
 606.38885,     -1.98666
 606.40865,     -1.98680
 606.42846,     -1.98681
 606.44826,     -1.98668
 606.46806,     -1.98650
 606.48787,     -1.98638
 606.50767,     -1.98639
 606.52748,     -1.98662
 606.54728,     -1.98703
 606.56709,     -1.98752
 606.58689,     -1.98803
 606.60669,     -1.98845
 606.62650,     -1.98871
 606.64630,     -1.98881
 606.66611,     -1.98877
 606.68591,     -1.98864
 606.70572,     -1.98844
 606.72552,     -1.98821
 606.74533,     -1.98798
 606.76513,     -1.98779
 606.78493,     -1.98766
 606.80474,     -1.98764
 606.82454,     -1.98774
 606.84435,     -1.98795
 606.86415,     -1.98824
 606.88396,     -1.98859
 606.90376,     -1.98897
 606.92357,     -1.98934
 606.94337,     -1.98970
 606.96317,     -1.99002
 606.98298,     -1.99028
 607.00278,     -1.99047
 607.02259,     -1.99057
 607.04239,     -1.99058
 607.06220,     -1.99053
 607.08200,     -1.99046
 607.10180,     -1.99042
 607.12161,     -1.99044
 607.14141,     -1.99055
 607.16122,     -1.99073
 607.18102,     -1.99094
 607.20083,     -1.99114
 607.22063,     -1.99128
 607.24044,     -1.99133
 607.26024,     -1.99133
 607.28004,     -1.99129
 607.29985,     -1.99125
 607.31965,     -1.99125
 607.33946,     -1.99129
 607.35926,     -1.99137
 607.37907,     -1.99148
 607.39887,     -1.99160
 607.41868,     -1.99173
 607.43848,     -1.99185
 607.45828,     -1.99194
 607.47809,     -1.99197
 607.49789,     -1.99192
 607.51770,     -1.99177
 607.53750,     -1.99151
 607.55731,     -1.99120
 607.57711,     -1.99089
 607.59691,     -1.99062
 607.61672,     -1.99045
 607.63652,     -1.99039
 607.65633,     -1.99041
 607.67613,     -1.99047
 607.69594,     -1.99055
 607.71574,     -1.99062
 607.73555,     -1.99066
 607.75535,     -1.99068
 607.77515,     -1.99071
 607.79496,     -1.99078
 607.81476,     -1.99089
 607.83457,     -1.99107
 607.85437,     -1.99127
 607.87418,     -1.99146
 607.89398,     -1.99161
 607.91379,     -1.99168
 607.93359,     -1.99165
 607.95339,     -1.99155
 607.97320,     -1.99138
 607.99300,     -1.99119
 608.01281,     -1.99099
 608.03261,     -1.99080
 608.05242,     -1.99061
 608.07222,     -1.99041
 608.09202,     -1.99021
 608.11183,     -1.98999
 608.13163,     -1.98976
 608.15144,     -1.98952
 608.17124,     -1.98930
 608.19105,     -1.98911
 608.21085,     -1.98897
 608.23066,     -1.98890
 608.25046,     -1.98891
 608.27026,     -1.98901
 608.29007,     -1.98921
 608.30987,     -1.98951
 608.32968,     -1.98992
 608.34948,     -1.99037
 608.36929,     -1.99079
 608.38909,     -1.99112
 608.40890,     -1.99129
 608.42870,     -1.99123
 608.44850,     -1.99096
 608.46831,     -1.99058
 608.48811,     -1.99020
 608.50792,     -1.98993
 608.52772,     -1.98987
 608.54753,     -1.98999
 608.56733,     -1.99024
 608.58713,     -1.99054
 608.60694,     -1.99081
 608.62674,     -1.99103
 608.64655,     -1.99119
 608.66635,     -1.99132
 608.68616,     -1.99141
 608.70596,     -1.99150
 608.72577,     -1.99158
 608.74557,     -1.99164
 608.76537,     -1.99165
 608.78518,     -1.99157
 608.80498,     -1.99136
 608.82479,     -1.99099
 608.84459,     -1.99047
 608.86440,     -1.98989
 608.88420,     -1.98933
 608.90401,     -1.98890
 608.92381,     -1.98867
 608.94361,     -1.98864
 608.96342,     -1.98877
 608.98322,     -1.98903
 609.00303,     -1.98939
 609.02283,     -1.98982
 609.04264,     -1.99027
 609.06244,     -1.99071
 609.08224,     -1.99107
 609.10205,     -1.99132
 609.12185,     -1.99140
 609.14166,     -1.99130
 609.16146,     -1.99107
 609.18127,     -1.99081
 609.20107,     -1.99056
 609.22088,     -1.99042
 609.24068,     -1.99041
 609.26048,     -1.99051
 609.28029,     -1.99069
 609.30009,     -1.99093
 609.31990,     -1.99120
 609.33970,     -1.99148
 609.35951,     -1.99174
 609.37931,     -1.99193
 609.39912,     -1.99202
 609.41892,     -1.99197
 609.43872,     -1.99180
 609.45853,     -1.99156
 609.47833,     -1.99131
 609.49814,     -1.99112
 609.51794,     -1.99105
 609.53775,     -1.99113
 609.55755,     -1.99134
 609.57735,     -1.99162
 609.59716,     -1.99195
 609.61696,     -1.99228
 609.63677,     -1.99257
 609.65657,     -1.99281
 609.67638,     -1.99298
 609.69618,     -1.99307
 609.71599,     -1.99305
 609.73579,     -1.99294
 609.75559,     -1.99275
 609.77540,     -1.99252
 609.79520,     -1.99225
 609.81501,     -1.99199
 609.83481,     -1.99175
 609.85462,     -1.99155
 609.87442,     -1.99143
 609.89423,     -1.99140
 609.91403,     -1.99149
 609.93383,     -1.99169
 609.95364,     -1.99194
 609.97344,     -1.99216
 609.99325,     -1.99229
 610.01305,     -1.99225
 610.03286,     -1.99200
 610.05266,     -1.99159
 610.07246,     -1.99115
 610.09227,     -1.99077
 610.11207,     -1.99058
 610.13188,     -1.99065
 610.15168,     -1.99094
 610.17149,     -1.99137
 610.19129,     -1.99187
 610.21110,     -1.99238
 610.23090,     -1.99282
 610.25070,     -1.99319
 610.27051,     -1.99349
 610.29031,     -1.99374
 610.31012,     -1.99394
 610.32992,     -1.99410
 610.34973,     -1.99421
 610.36953,     -1.99427
 610.38934,     -1.99427
 610.40914,     -1.99419
 610.42894,     -1.99403
 610.44875,     -1.99380
 610.46855,     -1.99352
 610.48836,     -1.99319
 610.50816,     -1.99282
 610.52797,     -1.99245
 610.54777,     -1.99209
 610.56757,     -1.99180
 610.58738,     -1.99161
 610.60718,     -1.99158
 610.62699,     -1.99175
 610.64679,     -1.99209
 610.66660,     -1.99253
 610.68640,     -1.99301
 610.70621,     -1.99346
 610.72601,     -1.99383
 610.74581,     -1.99412
 610.76562,     -1.99432
 610.78542,     -1.99443
 610.80523,     -1.99447
 610.82503,     -1.99443
 610.84484,     -1.99435
 610.86464,     -1.99426
 610.88445,     -1.99419
 610.90425,     -1.99417
 610.92405,     -1.99423
 610.94386,     -1.99436
 610.96366,     -1.99455
 610.98347,     -1.99475
 611.00327,     -1.99494
 611.02308,     -1.99508
 611.04288,     -1.99517
 611.06268,     -1.99521
 611.08249,     -1.99519
 611.10229,     -1.99513
 611.12210,     -1.99503
 611.14190,     -1.99489
 611.16171,     -1.99475
 611.18151,     -1.99463
 611.20132,     -1.99454
 611.22112,     -1.99451
 611.24092,     -1.99454
 611.26073,     -1.99460
 611.28053,     -1.99467
 611.30034,     -1.99472
 611.32014,     -1.99475
 611.33995,     -1.99475
 611.35975,     -1.99475
 611.37956,     -1.99475
 611.39936,     -1.99479
 611.41916,     -1.99488
 611.43897,     -1.99503
 611.45877,     -1.99522
 611.47858,     -1.99542
 611.49838,     -1.99559
 611.51819,     -1.99571
 611.53799,     -1.99576
 611.55779,     -1.99575
 611.57760,     -1.99573
 611.59740,     -1.99574
 611.61721,     -1.99582
 611.63701,     -1.99599
 611.65682,     -1.99624
 611.67662,     -1.99652
 611.69643,     -1.99682
 611.71623,     -1.99709
 611.73603,     -1.99732
 611.75584,     -1.99751
 611.77564,     -1.99771
 611.79545,     -1.99792
 611.81525,     -1.99818
 611.83506,     -1.99848
 611.85486,     -1.99878
 611.87467,     -1.99907
 611.89447,     -1.99932
 611.91427,     -1.99948
 611.93408,     -1.99955
 611.95388,     -1.99952
 611.97369,     -1.99942
 611.99349,     -1.99927
 612.01330,     -1.99910
 612.03310,     -1.99894
 612.05290,     -1.99881
 612.07271,     -1.99872
 612.09251,     -1.99869
 612.11232,     -1.99874
 612.13212,     -1.99888
 612.15193,     -1.99907
 612.17173,     -1.99929
 612.19154,     -1.99949
 612.21134,     -1.99964
 612.23114,     -1.99971
 612.25095,     -1.99971
 612.27075,     -1.99967
 612.29056,     -1.99960
 612.31036,     -1.99952
 612.33017,     -1.99946
 612.34997,     -1.99943
 612.36978,     -1.99945
 612.38958,     -1.99953
 612.40938,     -1.99968
 612.42919,     -1.99992
 612.44899,     -2.00023
 612.46880,     -2.00058
 612.48860,     -2.00095
 612.50841,     -2.00132
 612.52821,     -2.00166
 612.54801,     -2.00197
 612.56782,     -2.00222
 612.58762,     -2.00241
 612.60743,     -2.00254
 612.62723,     -2.00261
 612.64704,     -2.00261
 612.66684,     -2.00258
 612.68665,     -2.00256
 612.70645,     -2.00258
 612.72625,     -2.00267
 612.74606,     -2.00284
 612.76586,     -2.00304
 612.78567,     -2.00324
 612.80547,     -2.00340
 612.82528,     -2.00349
 612.84508,     -2.00351
 612.86489,     -2.00348
 612.88469,     -2.00342
 612.90449,     -2.00334
 612.92430,     -2.00326
 612.94410,     -2.00320
 612.96391,     -2.00315
 612.98371,     -2.00312
 613.00352,     -2.00312
 613.02332,     -2.00313
 613.04312,     -2.00317
 613.06293,     -2.00321
 613.08273,     -2.00326
 613.10254,     -2.00329
 613.12234,     -2.00329
 613.14215,     -2.00328
 613.16195,     -2.00325
 613.18176,     -2.00323
 613.20156,     -2.00325
 613.22136,     -2.00332
 613.24117,     -2.00343
 613.26097,     -2.00359
 613.28078,     -2.00376
 613.30058,     -2.00395
 613.32039,     -2.00412
 613.34019,     -2.00429
 613.36000,     -2.00443
 613.37980,     -2.00455
 613.39960,     -2.00465
 613.41941,     -2.00471
 613.43921,     -2.00476
 613.45902,     -2.00480
 613.47882,     -2.00487
 613.49863,     -2.00498
 613.51843,     -2.00516
 613.53823,     -2.00540
 613.55804,     -2.00568
 613.57784,     -2.00597
 613.59765,     -2.00623
 613.61745,     -2.00643
 613.63726,     -2.00653
 613.65706,     -2.00654
 613.67687,     -2.00650
 613.69667,     -2.00643
 613.71647,     -2.00635
 613.73628,     -2.00628
 613.75608,     -2.00624
 613.77589,     -2.00623
 613.79569,     -2.00628
 613.81550,     -2.00639
 613.83530,     -2.00657
 613.85511,     -2.00681
 613.87491,     -2.00709
 613.89471,     -2.00740
 613.91452,     -2.00773
 613.93432,     -2.00805
 613.95413,     -2.00837
 613.97393,     -2.00868
 613.99374,     -2.00899
 614.01354,     -2.00928
 614.03334,     -2.00957
 614.05315,     -2.00984
 614.07295,     -2.01010
 614.09276,     -2.01033
 614.11256,     -2.01053
 614.13237,     -2.01070
 614.15217,     -2.01083
 614.17198,     -2.01094
 614.19178,     -2.01102
 614.21158,     -2.01108
 614.23139,     -2.01112
 614.25119,     -2.01114
 614.27100,     -2.01117
 614.29080,     -2.01120
 614.31061,     -2.01126
 614.33041,     -2.01135
 614.35022,     -2.01146
 614.37002,     -2.01157
 614.38982,     -2.01166
 614.40963,     -2.01172
 614.42943,     -2.01173
 614.44924,     -2.01171
 614.46904,     -2.01170
 614.48885,     -2.01174
 614.50865,     -2.01187
 614.52845,     -2.01213
 614.54826,     -2.01248
 614.56806,     -2.01287
 614.58787,     -2.01326
 614.60767,     -2.01360
 614.62748,     -2.01383
 614.64728,     -2.01394
 614.66709,     -2.01396
 614.68689,     -2.01397
 614.70669,     -2.01404
 614.72650,     -2.01424
 614.74630,     -2.01453
 614.76611,     -2.01485
 614.78591,     -2.01514
 614.80572,     -2.01533
 614.82552,     -2.01536
 614.84533,     -2.01524
 614.86513,     -2.01501
 614.88493,     -2.01473
 614.90474,     -2.01443
 614.92454,     -2.01415
 614.94435,     -2.01391
 614.96415,     -2.01371
 614.98396,     -2.01356
 615.00376,     -2.01345
 615.02356,     -2.01338
 615.04337,     -2.01336
 615.06317,     -2.01340
 615.08298,     -2.01352
 615.10278,     -2.01373
 615.12259,     -2.01404
 615.14239,     -2.01444
 615.16220,     -2.01486
 615.18200,     -2.01525
 615.20180,     -2.01556
 615.22161,     -2.01575
 615.24141,     -2.01583
 615.26122,     -2.01585
 615.28102,     -2.01587
 615.30083,     -2.01593
 615.32063,     -2.01609
 615.34044,     -2.01634
 615.36024,     -2.01662
 615.38004,     -2.01689
 615.39985,     -2.01708
 615.41965,     -2.01713
 615.43946,     -2.01702
 615.45926,     -2.01681
 615.47907,     -2.01655
 615.49887,     -2.01629
 615.51867,     -2.01608
 615.53848,     -2.01595
 615.55828,     -2.01590
 615.57809,     -2.01594
 615.59789,     -2.01607
 615.61770,     -2.01630
 615.63750,     -2.01662
 615.65731,     -2.01699
 615.67711,     -2.01734
 615.69691,     -2.01763
 615.71672,     -2.01778
 615.73652,     -2.01778
 615.75633,     -2.01770
 615.77613,     -2.01758
 615.79594,     -2.01750
 615.81574,     -2.01752
 615.83555,     -2.01767
 615.85535,     -2.01788
 615.87515,     -2.01810
 615.89496,     -2.01826
 615.91476,     -2.01829
 615.93457,     -2.01817
 615.95437,     -2.01794
 615.97418,     -2.01766
 615.99398,     -2.01737
 616.01378,     -2.01712
 616.03359,     -2.01695
 616.05339,     -2.01686
 616.07320,     -2.01683
 616.09300,     -2.01685
 616.11281,     -2.01692
 616.13261,     -2.01702
 616.15242,     -2.01715
 616.17222,     -2.01731
 616.19202,     -2.01750
 616.21183,     -2.01774
 616.23163,     -2.01801
 616.25144,     -2.01829
 616.27124,     -2.01855
 616.29105,     -2.01874
 616.31085,     -2.01883
 616.33066,     -2.01880
 616.35046,     -2.01867
 616.37026,     -2.01849
 616.39007,     -2.01831
 616.40987,     -2.01818
 616.42968,     -2.01813
 616.44948,     -2.01815
 616.46929,     -2.01823
 616.48909,     -2.01832
 616.50889,     -2.01840
 616.52870,     -2.01845
 616.54850,     -2.01846
 616.56831,     -2.01843
 616.58811,     -2.01837
 616.60792,     -2.01828
 616.62772,     -2.01817
 616.64753,     -2.01805
 616.66733,     -2.01796
 616.68713,     -2.01790
 616.70694,     -2.01792
 616.72674,     -2.01803
 616.74655,     -2.01825
 616.76635,     -2.01856
 616.78616,     -2.01895
 616.80596,     -2.01940
 616.82577,     -2.01989
 616.84557,     -2.02040
 616.86537,     -2.02089
 616.88518,     -2.02129
 616.90498,     -2.02158
 616.92479,     -2.02171
 616.94459,     -2.02168
 616.96440,     -2.02156
 616.98420,     -2.02144
 617.00400,     -2.02137
 617.02381,     -2.02142
 617.04361,     -2.02162
 617.06342,     -2.02188
 617.08322,     -2.02212
 617.10303,     -2.02226
 617.12283,     -2.02221
 617.14264,     -2.02195
 617.16244,     -2.02152
 617.18224,     -2.02102
 617.20205,     -2.02055
 617.22185,     -2.02019
 617.24166,     -2.02001
 617.26146,     -2.02000
 617.28127,     -2.02014
 617.30107,     -2.02038
 617.32088,     -2.02070
 617.34068,     -2.02107
 617.36048,     -2.02145
 617.38029,     -2.02179
 617.40009,     -2.02206
 617.41990,     -2.02222
 617.43970,     -2.02223
 617.45951,     -2.02212
 617.47931,     -2.02193
 617.49911,     -2.02171
 617.51892,     -2.02151
 617.53872,     -2.02136
 617.55853,     -2.02125
 617.57833,     -2.02119
 617.59814,     -2.02117
 617.61794,     -2.02116
 617.63775,     -2.02117
 617.65755,     -2.02120
 617.67735,     -2.02123
 617.69716,     -2.02127
 617.71696,     -2.02132
 617.73677,     -2.02137
 617.75657,     -2.02143
 617.77638,     -2.02147
 617.79618,     -2.02152
 617.81599,     -2.02155
 617.83579,     -2.02158
 617.85559,     -2.02160
 617.87540,     -2.02161
 617.89520,     -2.02162
 617.91501,     -2.02163
 617.93481,     -2.02164
 617.95462,     -2.02167
 617.97442,     -2.02171
 617.99422,     -2.02176
 618.01403,     -2.02185
 618.03383,     -2.02195
 618.05364,     -2.02207
 618.07344,     -2.02217
 618.09325,     -2.02224
 618.11305,     -2.02226
 618.13286,     -2.02221
 618.15266,     -2.02210
 618.17246,     -2.02196
 618.19227,     -2.02181
 618.21207,     -2.02167
 618.23188,     -2.02157
 618.25168,     -2.02151
 618.27149,     -2.02148
 618.29129,     -2.02148
 618.31110,     -2.02147
 618.33090,     -2.02147
 618.35070,     -2.02145
 618.37051,     -2.02145
 618.39031,     -2.02146
 618.41012,     -2.02149
 618.42992,     -2.02157
 618.44973,     -2.02168
 618.46953,     -2.02183
 618.48933,     -2.02200
 618.50914,     -2.02219
 618.52894,     -2.02240
 618.54875,     -2.02261
 618.56855,     -2.02280
 618.58836,     -2.02297
 618.60816,     -2.02309
 618.62797,     -2.02316
 618.64777,     -2.02317
 618.66757,     -2.02317
 618.68738,     -2.02317
 618.70718,     -2.02320
 618.72699,     -2.02327
 618.74679,     -2.02339
 618.76660,     -2.02352
 618.78640,     -2.02363
 618.80621,     -2.02370
 618.82601,     -2.02371
 618.84581,     -2.02364
 618.86562,     -2.02353
 618.88542,     -2.02337
 618.90523,     -2.02318
 618.92503,     -2.02298
 618.94484,     -2.02279
 618.96464,     -2.02264
 618.98444,     -2.02257
 619.00425,     -2.02261
 619.02405,     -2.02280
 619.04386,     -2.02313
 619.06366,     -2.02354
 619.08347,     -2.02396
 619.10327,     -2.02434
 619.12308,     -2.02461
 619.14288,     -2.02475
 619.16268,     -2.02477
 619.18249,     -2.02471
 619.20229,     -2.02461
 619.22210,     -2.02448
 619.24190,     -2.02435
 619.26171,     -2.02423
 619.28151,     -2.02412
 619.30132,     -2.02405
 619.32112,     -2.02401
 619.34092,     -2.02400
 619.36073,     -2.02400
 619.38053,     -2.02397
 619.40034,     -2.02391
 619.42014,     -2.02379
 619.43995,     -2.02359
