k,file,total_t
4.693944981604209,geometries/test2D_10_pts_0.03_depth_0.dxf,3.791578947368421
4.710795389826714,geometries/test2D_10_pts_0.03_depth_1.dxf,3.791578947368421
4.70280499370804,geometries/test2D_10_pts_0.03_depth_2.dxf,3.791578947368421
4.711737255350385,geometries/test2D_10_pts_0.03_depth_3.dxf,3.791578947368421
4.71909344994867,geometries/test2D_10_pts_0.03_depth_4.dxf,3.791578947368421
4.72006914224489,geometries/test2D_10_pts_0.03_depth_5.dxf,3.791578947368421
4.678806749337816,geometries/test2D_10_pts_0.03_depth_6.dxf,3.791578947368421
4.692811356120323,geometries/test2D_10_pts_0.03_depth_7.dxf,3.791578947368421
4.725461508422867,geometries/test2D_10_pts_0.03_depth_8.dxf,3.791578947368421
4.695986460664829,geometries/test2D_10_pts_0.03_depth_9.dxf,3.791578947368421
4.747370304636493,geometries/test2D_10_pts_0.04_depth_0.dxf,3.791578947368421
4.73708039084262,geometries/test2D_10_pts_0.04_depth_1.dxf,3.791578947368421
4.744763340516641,geometries/test2D_10_pts_0.04_depth_2.dxf,3.791578947368421
4.748134757751323,geometries/test2D_10_pts_0.04_depth_3.dxf,3.791578947368421
4.719281445825401,geometries/test2D_10_pts_0.04_depth_4.dxf,3.791578947368421
4.718873172497727,geometries/test2D_10_pts_0.04_depth_5.dxf,3.791578947368421
4.73668763136861,geometries/test2D_10_pts_0.04_depth_6.dxf,3.791578947368421
4.724415518660985,geometries/test2D_10_pts_0.04_depth_7.dxf,3.791578947368421
4.725782812275438,geometries/test2D_10_pts_0.04_depth_8.dxf,3.791578947368421
4.733228732035408,geometries/test2D_10_pts_0.04_depth_9.dxf,3.791578947368421
4.769725910124119,geometries/test2D_10_pts_0.05_depth_0.dxf,3.791578947368421
4.744756922417461,geometries/test2D_10_pts_0.05_depth_1.dxf,3.791578947368421
4.763108788774931,geometries/test2D_10_pts_0.05_depth_2.dxf,3.791578947368421
4.8066641953855616,geometries/test2D_10_pts_0.05_depth_3.dxf,3.791578947368421
4.7619302184351335,geometries/test2D_10_pts_0.05_depth_4.dxf,3.791578947368421
4.766792985151846,geometries/test2D_10_pts_0.05_depth_5.dxf,3.791578947368421
4.759651063882951,geometries/test2D_10_pts_0.05_depth_6.dxf,3.791578947368421
4.792136380539845,geometries/test2D_10_pts_0.05_depth_7.dxf,3.791578947368421
4.730812126210645,geometries/test2D_10_pts_0.05_depth_8.dxf,3.791578947368421
4.780993463879238,geometries/test2D_10_pts_0.05_depth_9.dxf,3.791578947368421
4.795138605938476,geometries/test2D_10_pts_0.06_depth_0.dxf,3.791578947368421
4.814318936140096,geometries/test2D_10_pts_0.06_depth_1.dxf,3.791578947368421
4.79108230794837,geometries/test2D_10_pts_0.06_depth_2.dxf,3.791578947368421
4.794006932997202,geometries/test2D_10_pts_0.06_depth_3.dxf,3.791578947368421
4.794919861572717,geometries/test2D_10_pts_0.06_depth_4.dxf,3.791578947368421
4.802909169648838,geometries/test2D_10_pts_0.06_depth_5.dxf,3.791578947368421
4.7987443747144525,geometries/test2D_10_pts_0.06_depth_6.dxf,3.791578947368421
4.7876662458881105,geometries/test2D_10_pts_0.06_depth_7.dxf,3.791578947368421
4.776802495030587,geometries/test2D_10_pts_0.06_depth_8.dxf,3.791578947368421
4.846505249649254,geometries/test2D_10_pts_0.06_depth_9.dxf,3.791578947368421
4.720750673818307,geometries/test2D_20_pts_0.03_depth_0.dxf,3.791578947368421
4.743097896778488,geometries/test2D_20_pts_0.03_depth_1.dxf,3.791578947368421
4.722856032636251,geometries/test2D_20_pts_0.03_depth_2.dxf,3.791578947368421
4.736776025755035,geometries/test2D_20_pts_0.03_depth_3.dxf,3.791578947368421
4.712159419571395,geometries/test2D_20_pts_0.03_depth_4.dxf,3.791578947368421
4.735622342972506,geometries/test2D_20_pts_0.03_depth_5.dxf,3.791578947368421
4.736090134406795,geometries/test2D_20_pts_0.03_depth_6.dxf,3.791578947368421
4.7133118520006585,geometries/test2D_20_pts_0.03_depth_7.dxf,3.791578947368421
4.699994775928158,geometries/test2D_20_pts_0.03_depth_8.dxf,3.791578947368421
4.718158129414048,geometries/test2D_20_pts_0.03_depth_9.dxf,3.791578947368421
4.717285238262726,geometries/test2D_20_pts_0.04_depth_0.dxf,3.791578947368421
4.759342128346194,geometries/test2D_20_pts_0.04_depth_1.dxf,3.791578947368421
4.759256285347249,geometries/test2D_20_pts_0.04_depth_2.dxf,3.791578947368421
4.7537971350183215,geometries/test2D_20_pts_0.04_depth_3.dxf,3.791578947368421
4.7667342998722635,geometries/test2D_20_pts_0.04_depth_4.dxf,3.791578947368421
4.759026977250251,geometries/test2D_20_pts_0.04_depth_5.dxf,3.791578947368421
4.744533592793474,geometries/test2D_20_pts_0.04_depth_6.dxf,3.791578947368421
4.760518550689885,geometries/test2D_20_pts_0.04_depth_7.dxf,3.791578947368421
4.769366684814644,geometries/test2D_20_pts_0.04_depth_8.dxf,3.791578947368421
4.737145881602005,geometries/test2D_20_pts_0.04_depth_9.dxf,3.791578947368421
4.787208544148987,geometries/test2D_20_pts_0.05_depth_0.dxf,3.791578947368421
4.757652813807254,geometries/test2D_20_pts_0.05_depth_1.dxf,3.791578947368421
4.765581413830379,geometries/test2D_20_pts_0.05_depth_2.dxf,3.791578947368421
4.760792074486998,geometries/test2D_20_pts_0.05_depth_3.dxf,3.791578947368421
4.801036234051158,geometries/test2D_20_pts_0.05_depth_4.dxf,3.791578947368421
4.803469479943383,geometries/test2D_20_pts_0.05_depth_5.dxf,3.791578947368421
4.79777614240915,geometries/test2D_20_pts_0.05_depth_6.dxf,3.791578947368421
4.7956725531067,geometries/test2D_20_pts_0.05_depth_7.dxf,3.791578947368421
4.818206744519893,geometries/test2D_20_pts_0.05_depth_8.dxf,3.791578947368421
4.809399772290734,geometries/test2D_20_pts_0.05_depth_9.dxf,3.791578947368421
