k,file,total_t,scale
2.7134805196544156,geometries/test2D_10_pts_0.03_depth_0.dxf,3.89,3.366666666666667
2.864572898850373,geometries/test2D_10_pts_0.03_depth_1.dxf,3.89,3.366666666666667
2.797905760679565,geometries/test2D_10_pts_0.03_depth_2.dxf,3.89,3.366666666666667
2.8925569699473326,geometries/test2D_10_pts_0.03_depth_3.dxf,3.89,3.366666666666667
2.8764809916089114,geometries/test2D_10_pts_0.03_depth_4.dxf,3.89,3.366666666666667
2.8292845799642357,geometries/test2D_10_pts_0.03_depth_5.dxf,3.89,3.366666666666667
2.6719867657461753,geometries/test2D_10_pts_0.03_depth_6.dxf,3.89,3.366666666666667
2.7903912105219795,geometries/test2D_10_pts_0.03_depth_7.dxf,3.89,3.366666666666667
2.891014386107958,geometries/test2D_10_pts_0.03_depth_8.dxf,3.89,3.366666666666667
2.7751084183773727,geometries/test2D_10_pts_0.03_depth_9.dxf,3.89,3.366666666666667
3.018231681459465,geometries/test2D_10_pts_0.04_depth_0.dxf,3.89,3.366666666666667
2.9025025128978448,geometries/test2D_10_pts_0.04_depth_1.dxf,3.89,3.366666666666667
3.006055053044835,geometries/test2D_10_pts_0.04_depth_2.dxf,3.89,3.366666666666667
3.0137253717045254,geometries/test2D_10_pts_0.04_depth_3.dxf,3.89,3.366666666666667
2.8757000380242443,geometries/test2D_10_pts_0.04_depth_4.dxf,3.89,3.366666666666667
2.8055555298674886,geometries/test2D_10_pts_0.04_depth_5.dxf,3.89,3.366666666666667
2.9105263535962345,geometries/test2D_10_pts_0.04_depth_6.dxf,3.89,3.366666666666667
2.9204469982163883,geometries/test2D_10_pts_0.04_depth_7.dxf,3.89,3.366666666666667
2.859729942650522,geometries/test2D_10_pts_0.04_depth_8.dxf,3.89,3.366666666666667
2.8469098529833925,geometries/test2D_10_pts_0.04_depth_9.dxf,3.89,3.366666666666667
3.05612308063304,geometries/test2D_10_pts_0.05_depth_0.dxf,3.89,3.366666666666667
2.973226626234939,geometries/test2D_10_pts_0.05_depth_1.dxf,3.89,3.366666666666667
3.03661352285794,geometries/test2D_10_pts_0.05_depth_2.dxf,3.89,3.366666666666667
3.2330219878434434,geometries/test2D_10_pts_0.05_depth_3.dxf,3.89,3.366666666666667
3.0147713790281077,geometries/test2D_10_pts_0.05_depth_4.dxf,3.89,3.366666666666667
3.1032474096132847,geometries/test2D_10_pts_0.05_depth_5.dxf,3.89,3.366666666666667
3.0260775421957873,geometries/test2D_10_pts_0.05_depth_6.dxf,3.89,3.366666666666667
3.0467525917648963,geometries/test2D_10_pts_0.05_depth_7.dxf,3.89,3.366666666666667
2.943866834364684,geometries/test2D_10_pts_0.05_depth_8.dxf,3.89,3.366666666666667
3.046387071139857,geometries/test2D_10_pts_0.05_depth_9.dxf,3.89,3.366666666666667
3.0808871441863572,geometries/test2D_10_pts_0.06_depth_0.dxf,3.89,3.366666666666667
3.2532500773247697,geometries/test2D_10_pts_0.06_depth_1.dxf,3.89,3.366666666666667
3.179567454641085,geometries/test2D_10_pts_0.06_depth_2.dxf,3.89,3.366666666666667
3.1704294058532647,geometries/test2D_10_pts_0.06_depth_3.dxf,3.89,3.366666666666667
3.071228028061573,geometries/test2D_10_pts_0.06_depth_4.dxf,3.89,3.366666666666667
3.1035563678775904,geometries/test2D_10_pts_0.06_depth_5.dxf,3.89,3.366666666666667
3.0727440035630367,geometries/test2D_10_pts_0.06_depth_6.dxf,3.89,3.366666666666667
3.029083674758494,geometries/test2D_10_pts_0.06_depth_7.dxf,3.89,3.366666666666667
3.051996741594866,geometries/test2D_10_pts_0.06_depth_8.dxf,3.89,3.366666666666667
3.2464197351531032,geometries/test2D_10_pts_0.06_depth_9.dxf,3.89,3.366666666666667
,geometries/test2D_20_pts_0.03_depth_0.dxf,3.89,3.366666666666667
,geometries/test2D_20_pts_0.03_depth_1.dxf,3.89,3.366666666666667
