k,file,total_t
4.98523320301962,geometries/test2D_10_pts_0.03_depth_0.dxf,3.6352631578947365
5.007893013536543,geometries/test2D_10_pts_0.03_depth_1.dxf,3.6352631578947365
4.996608635627525,geometries/test2D_10_pts_0.03_depth_2.dxf,3.6352631578947365
5.009223801992559,geometries/test2D_10_pts_0.03_depth_3.dxf,3.6352631578947365
5.016598121090419,geometries/test2D_10_pts_0.03_depth_4.dxf,3.6352631578947365
5.019275560381387,geometries/test2D_10_pts_0.03_depth_5.dxf,3.6352631578947365
4.9675344369333105,geometries/test2D_10_pts_0.03_depth_6.dxf,3.6352631578947365
4.9861060772454,geometries/test2D_10_pts_0.03_depth_7.dxf,3.6352631578947365
5.0235299516111205,geometries/test2D_10_pts_0.03_depth_8.dxf,3.6352631578947365
4.98932444909651,geometries/test2D_10_pts_0.03_depth_9.dxf,3.6352631578947365
5.053891915886935,geometries/test2D_10_pts_0.04_depth_0.dxf,3.6352631578947365
5.041002288234473,geometries/test2D_10_pts_0.04_depth_1.dxf,3.6352631578947365
5.050638952012568,geometries/test2D_10_pts_0.04_depth_2.dxf,3.6352631578947365
5.053042606108378,geometries/test2D_10_pts_0.04_depth_3.dxf,3.6352631578947365
5.01803705374682,geometries/test2D_10_pts_0.04_depth_4.dxf,3.6352631578947365
5.015764363915583,geometries/test2D_10_pts_0.04_depth_5.dxf,3.6352631578947365
5.0407548708438075,geometries/test2D_10_pts_0.04_depth_6.dxf,3.6352631578947365
5.025018278400849,geometries/test2D_10_pts_0.04_depth_7.dxf,3.6352631578947365
5.026672159176104,geometries/test2D_10_pts_0.04_depth_8.dxf,3.6352631578947365
5.036463618070136,geometries/test2D_10_pts_0.04_depth_9.dxf,3.6352631578947365
5.080864102803535,geometries/test2D_10_pts_0.05_depth_0.dxf,3.6352631578947365
5.049444255667617,geometries/test2D_10_pts_0.05_depth_1.dxf,3.6352631578947365
5.0758516354136844,geometries/test2D_10_pts_0.05_depth_2.dxf,3.6352631578947365
5.127020094535397,geometries/test2D_10_pts_0.05_depth_3.dxf,3.6352631578947365
5.073080389774945,geometries/test2D_10_pts_0.05_depth_4.dxf,3.6352631578947365
5.07853889287652,geometries/test2D_10_pts_0.05_depth_5.dxf,3.6352631578947365
5.0692886912449655,geometries/test2D_10_pts_0.05_depth_6.dxf,3.6352631578947365
5.10951505939092,geometries/test2D_10_pts_0.05_depth_7.dxf,3.6352631578947365
5.033671261926212,geometries/test2D_10_pts_0.05_depth_8.dxf,3.6352631578947365
5.096313907119574,geometries/test2D_10_pts_0.05_depth_9.dxf,3.6352631578947365
5.112738166872106,geometries/test2D_10_pts_0.06_depth_0.dxf,3.6352631578947365
5.139517426030813,geometries/test2D_10_pts_0.06_depth_1.dxf,3.6352631578947365
5.109249478052405,geometries/test2D_10_pts_0.06_depth_2.dxf,3.6352631578947365
5.112403554599969,geometries/test2D_10_pts_0.06_depth_3.dxf,3.6352631578947365
5.1142939250042305,geometries/test2D_10_pts_0.06_depth_4.dxf,3.6352631578947365
5.126513952397702,geometries/test2D_10_pts_0.06_depth_5.dxf,3.6352631578947365
5.120072726069955,geometries/test2D_10_pts_0.06_depth_6.dxf,3.6352631578947365
5.104989275351111,geometries/test2D_10_pts_0.06_depth_7.dxf,3.6352631578947365
5.0892193103959755,geometries/test2D_10_pts_0.06_depth_8.dxf,3.6352631578947365
5.178168428024853,geometries/test2D_10_pts_0.06_depth_9.dxf,3.6352631578947365
5.017183979814965,geometries/test2D_20_pts_0.03_depth_0.dxf,3.6352631578947365
5.044428292192981,geometries/test2D_20_pts_0.03_depth_1.dxf,3.6352631578947365
5.020104130628805,geometries/test2D_20_pts_0.03_depth_2.dxf,3.6352631578947365
5.036042090356699,geometries/test2D_20_pts_0.03_depth_3.dxf,3.6352631578947365
5.007969664646121,geometries/test2D_20_pts_0.03_depth_4.dxf,3.6352631578947365
5.034597041467209,geometries/test2D_20_pts_0.03_depth_5.dxf,3.6352631578947365
5.036178328688546,geometries/test2D_20_pts_0.03_depth_6.dxf,3.6352631578947365
5.007977204876208,geometries/test2D_20_pts_0.03_depth_7.dxf,3.6352631578947365
4.992356791587448,geometries/test2D_20_pts_0.03_depth_8.dxf,3.6352631578947365
5.014476245258021,geometries/test2D_20_pts_0.03_depth_9.dxf,3.6352631578947365
5.01320773138329,geometries/test2D_20_pts_0.04_depth_0.dxf,3.6352631578947365
5.064866670048169,geometries/test2D_20_pts_0.04_depth_1.dxf,3.6352631578947365
5.064615453736337,geometries/test2D_20_pts_0.04_depth_2.dxf,3.6352631578947365
5.057788612370295,geometries/test2D_20_pts_0.04_depth_3.dxf,3.6352631578947365
5.073069025695596,geometries/test2D_20_pts_0.04_depth_4.dxf,3.6352631578947365
5.064325293556111,geometries/test2D_20_pts_0.04_depth_5.dxf,3.6352631578947365
5.046986925099714,geometries/test2D_20_pts_0.04_depth_6.dxf,3.6352631578947365
5.065447375448632,geometries/test2D_20_pts_0.04_depth_7.dxf,3.6352631578947365
5.075297333658606,geometries/test2D_20_pts_0.04_depth_8.dxf,3.6352631578947365
5.036854436896886,geometries/test2D_20_pts_0.04_depth_9.dxf,3.6352631578947365
