k,file,total_t
7.334577471100348,geometries/test2D_10_pts_0.03_depth_0.dxf,3.01
,geometries/test2D_10_pts_0.03_depth_1.dxf,3.01
7.4048876452846315,geometries/test2D_10_pts_0.03_depth_2.dxf,3.01
,geometries/test2D_10_pts_0.03_depth_3.dxf,3.01
,geometries/test2D_10_pts_0.03_depth_4.dxf,3.01
,geometries/test2D_10_pts_0.03_depth_5.dxf,3.01
7.285930712058276,geometries/test2D_10_pts_0.03_depth_6.dxf,3.01
7.381717481483748,geometries/test2D_10_pts_0.03_depth_7.dxf,3.01
7.522114246553898,geometries/test2D_10_pts_0.03_depth_8.dxf,3.01
,geometries/test2D_10_pts_0.03_depth_9.dxf,3.01
,geometries/test2D_10_pts_0.04_depth_0.dxf,3.01
,geometries/test2D_10_pts_0.04_depth_1.dxf,3.01
,geometries/test2D_10_pts_0.04_depth_2.dxf,3.01
,geometries/test2D_10_pts_0.04_depth_3.dxf,3.01
,geometries/test2D_10_pts_0.04_depth_4.dxf,3.01
7.4364969294818355,geometries/test2D_10_pts_0.04_depth_5.dxf,3.01
,geometries/test2D_10_pts_0.04_depth_6.dxf,3.01
,geometries/test2D_10_pts_0.04_depth_7.dxf,3.01
,geometries/test2D_10_pts_0.04_depth_8.dxf,3.01
,geometries/test2D_10_pts_0.04_depth_9.dxf,3.01
,geometries/test2D_10_pts_0.05_depth_0.dxf,3.01
6.882602523171042,geometries/test2D_10_pts_0.05_depth_1.dxf,3.01
6.637803388227098,geometries/test2D_10_pts_0.05_depth_2.dxf,3.01
,geometries/test2D_10_pts_0.05_depth_3.dxf,3.01
6.869929644652027,geometries/test2D_10_pts_0.05_depth_4.dxf,3.01
7.707430796283868,geometries/test2D_10_pts_0.05_depth_5.dxf,3.01
6.6320719069133744,geometries/test2D_10_pts_0.05_depth_6.dxf,3.01
7.703463431087235,geometries/test2D_10_pts_0.05_depth_7.dxf,3.01
,geometries/test2D_10_pts_0.05_depth_8.dxf,3.01
,geometries/test2D_10_pts_0.05_depth_9.dxf,3.01
,geometries/test2D_10_pts_0.06_depth_0.dxf,3.01
,geometries/test2D_10_pts_0.06_depth_1.dxf,3.01
,geometries/test2D_10_pts_0.06_depth_2.dxf,3.01
,geometries/test2D_10_pts_0.06_depth_3.dxf,3.01
,geometries/test2D_10_pts_0.06_depth_4.dxf,3.01
,geometries/test2D_10_pts_0.06_depth_5.dxf,3.01
6.431144506356668,geometries/test2D_10_pts_0.06_depth_6.dxf,3.01
6.765418275992179,geometries/test2D_10_pts_0.06_depth_7.dxf,3.01
,geometries/test2D_10_pts_0.06_depth_8.dxf,3.01
,geometries/test2D_10_pts_0.06_depth_9.dxf,3.01
7.45254254730474,geometries/test2D_20_pts_0.03_depth_0.dxf,3.01
7.277244448877178,geometries/test2D_20_pts_0.03_depth_1.dxf,3.01
,geometries/test2D_20_pts_0.03_depth_2.dxf,3.01
7.525812373692201,geometries/test2D_20_pts_0.03_depth_3.dxf,3.01
7.486571178197554,geometries/test2D_20_pts_0.03_depth_4.dxf,3.01
,geometries/test2D_20_pts_0.03_depth_5.dxf,3.01
7.578454147828145,geometries/test2D_20_pts_0.03_depth_6.dxf,3.01
7.429924087070839,geometries/test2D_20_pts_0.03_depth_7.dxf,3.01
7.376047746309019,geometries/test2D_20_pts_0.03_depth_8.dxf,3.01
,geometries/test2D_20_pts_0.03_depth_9.dxf,3.01
,geometries/test2D_20_pts_0.04_depth_0.dxf,3.01
,geometries/test2D_20_pts_0.04_depth_1.dxf,3.01
,geometries/test2D_20_pts_0.04_depth_2.dxf,3.01
,geometries/test2D_20_pts_0.04_depth_3.dxf,3.01
6.792739027753592,geometries/test2D_20_pts_0.04_depth_4.dxf,3.01
,geometries/test2D_20_pts_0.04_depth_5.dxf,3.01
,geometries/test2D_20_pts_0.04_depth_6.dxf,3.01
,geometries/test2D_20_pts_0.04_depth_7.dxf,3.01
7.369399765261794,geometries/test2D_20_pts_0.04_depth_8.dxf,3.01
,geometries/test2D_20_pts_0.04_depth_9.dxf,3.01
7.003769635762675,geometries/test2D_20_pts_0.05_depth_0.dxf,3.01
7.613872340447225,geometries/test2D_20_pts_0.05_depth_1.dxf,3.01
7.143887417723858,geometries/test2D_20_pts_0.05_depth_2.dxf,3.01
7.431353808322716,geometries/test2D_20_pts_0.05_depth_3.dxf,3.01
6.940800781615162,geometries/test2D_20_pts_0.05_depth_4.dxf,3.01
7.807860276549172,geometries/test2D_20_pts_0.05_depth_5.dxf,3.01
,geometries/test2D_20_pts_0.05_depth_6.dxf,3.01
7.575465492184785,geometries/test2D_20_pts_0.05_depth_7.dxf,3.01
7.091326164792195,geometries/test2D_20_pts_0.05_depth_8.dxf,3.01
,geometries/test2D_20_pts_0.05_depth_9.dxf,3.01
