k,file,total_t
6.6979796889200935,geometries/test2D_10_pts_0.03_depth_0.dxf,3.114210526315789
6.790611717768764,geometries/test2D_10_pts_0.03_depth_1.dxf,3.114210526315789
6.741615353757361,geometries/test2D_10_pts_0.03_depth_2.dxf,3.114210526315789
6.801744867024605,geometries/test2D_10_pts_0.03_depth_3.dxf,3.114210526315789
6.802600235135163,geometries/test2D_10_pts_0.03_depth_4.dxf,3.114210526315789
,geometries/test2D_10_pts_0.03_depth_5.dxf,3.114210526315789
6.660591791273945,geometries/test2D_10_pts_0.03_depth_6.dxf,3.114210526315789
6.727660171878636,geometries/test2D_10_pts_0.03_depth_7.dxf,3.114210526315789
6.817514816809808,geometries/test2D_10_pts_0.03_depth_8.dxf,3.114210526315789
6.729141345109118,geometries/test2D_10_pts_0.03_depth_9.dxf,3.114210526315789
6.943421634611622,geometries/test2D_10_pts_0.04_depth_0.dxf,3.114210526315789
,geometries/test2D_10_pts_0.04_depth_1.dxf,3.114210526315789
6.947411541555123,geometries/test2D_10_pts_0.04_depth_2.dxf,3.114210526315789
6.921897594668252,geometries/test2D_10_pts_0.04_depth_3.dxf,3.114210526315789
6.812363451319084,geometries/test2D_10_pts_0.04_depth_4.dxf,3.114210526315789
6.776483056410924,geometries/test2D_10_pts_0.04_depth_5.dxf,3.114210526315789
,geometries/test2D_10_pts_0.04_depth_6.dxf,3.114210526315789
6.857514098799393,geometries/test2D_10_pts_0.04_depth_7.dxf,3.114210526315789
,geometries/test2D_10_pts_0.04_depth_8.dxf,3.114210526315789
,geometries/test2D_10_pts_0.04_depth_9.dxf,3.114210526315789
6.779326305860727,geometries/test2D_10_pts_0.05_depth_0.dxf,3.114210526315789
6.911464894616395,geometries/test2D_10_pts_0.05_depth_1.dxf,3.114210526315789
6.560645163136312,geometries/test2D_10_pts_0.05_depth_2.dxf,3.114210526315789
7.184471669898139,geometries/test2D_10_pts_0.05_depth_3.dxf,3.114210526315789
,geometries/test2D_10_pts_0.05_depth_4.dxf,3.114210526315789
7.014042588857922,geometries/test2D_10_pts_0.05_depth_5.dxf,3.114210526315789
6.6349866663098975,geometries/test2D_10_pts_0.05_depth_6.dxf,3.114210526315789
7.066567297434878,geometries/test2D_10_pts_0.05_depth_7.dxf,3.114210526315789
6.873210209334835,geometries/test2D_10_pts_0.05_depth_8.dxf,3.114210526315789
6.6874273784972695,geometries/test2D_10_pts_0.05_depth_9.dxf,3.114210526315789
,geometries/test2D_10_pts_0.06_depth_0.dxf,3.114210526315789
6.839021377465356,geometries/test2D_10_pts_0.06_depth_1.dxf,3.114210526315789
7.1462422714036276,geometries/test2D_10_pts_0.06_depth_2.dxf,3.114210526315789
7.1610013765684215,geometries/test2D_10_pts_0.06_depth_3.dxf,3.114210526315789
6.617326907415351,geometries/test2D_10_pts_0.06_depth_4.dxf,3.114210526315789
6.347633356653941,geometries/test2D_10_pts_0.06_depth_5.dxf,3.114210526315789
7.018999121805283,geometries/test2D_10_pts_0.06_depth_6.dxf,3.114210526315789
6.6159614284356305,geometries/test2D_10_pts_0.06_depth_7.dxf,3.114210526315789
6.710737389140852,geometries/test2D_10_pts_0.06_depth_8.dxf,3.114210526315789
6.827831675269468,geometries/test2D_10_pts_0.06_depth_9.dxf,3.114210526315789
,geometries/test2D_20_pts_0.03_depth_0.dxf,3.114210526315789
,geometries/test2D_20_pts_0.03_depth_1.dxf,3.114210526315789
6.814049616902713,geometries/test2D_20_pts_0.03_depth_2.dxf,3.114210526315789
6.840777241761766,geometries/test2D_20_pts_0.03_depth_3.dxf,3.114210526315789
6.783574774137792,geometries/test2D_20_pts_0.03_depth_4.dxf,3.114210526315789
6.835978897247005,geometries/test2D_20_pts_0.03_depth_5.dxf,3.114210526315789
6.857171809492349,geometries/test2D_20_pts_0.03_depth_6.dxf,3.114210526315789
6.75711597856109,geometries/test2D_20_pts_0.03_depth_7.dxf,3.114210526315789
6.720906135159503,geometries/test2D_20_pts_0.03_depth_8.dxf,3.114210526315789
6.803425732255179,geometries/test2D_20_pts_0.03_depth_9.dxf,3.114210526315789
6.7791272843476875,geometries/test2D_20_pts_0.04_depth_0.dxf,3.114210526315789
6.95412893263299,geometries/test2D_20_pts_0.04_depth_1.dxf,3.114210526315789
6.946837132655527,geometries/test2D_20_pts_0.04_depth_2.dxf,3.114210526315789
6.924451487301542,geometries/test2D_20_pts_0.04_depth_3.dxf,3.114210526315789
6.968470846417753,geometries/test2D_20_pts_0.04_depth_4.dxf,3.114210526315789
6.812403361902342,geometries/test2D_20_pts_0.04_depth_5.dxf,3.114210526315789
,geometries/test2D_20_pts_0.04_depth_6.dxf,3.114210526315789
,geometries/test2D_20_pts_0.04_depth_7.dxf,3.114210526315789
,geometries/test2D_20_pts_0.04_depth_8.dxf,3.114210526315789
6.8428311602681,geometries/test2D_20_pts_0.04_depth_9.dxf,3.114210526315789
6.837899795722458,geometries/test2D_20_pts_0.05_depth_0.dxf,3.114210526315789
6.927449031399982,geometries/test2D_20_pts_0.05_depth_1.dxf,3.114210526315789
6.881770907679035,geometries/test2D_20_pts_0.05_depth_2.dxf,3.114210526315789
6.913419260157058,geometries/test2D_20_pts_0.05_depth_3.dxf,3.114210526315789
6.885259703847881,geometries/test2D_20_pts_0.05_depth_4.dxf,3.114210526315789
7.075238728484674,geometries/test2D_20_pts_0.05_depth_5.dxf,3.114210526315789
7.0795211170769825,geometries/test2D_20_pts_0.05_depth_6.dxf,3.114210526315789
7.035059662423966,geometries/test2D_20_pts_0.05_depth_7.dxf,3.114210526315789
6.909896294994667,geometries/test2D_20_pts_0.05_depth_8.dxf,3.114210526315789
6.5713381497796295,geometries/test2D_20_pts_0.05_depth_9.dxf,3.114210526315789
