k,file,total_t,scale
3.0082706882308146,geometries/test2D_10_pts_0.03_depth_0.dxf,3.4499999999999997,2.277777777777778
3.1316083223314233,geometries/test2D_10_pts_0.03_depth_1.dxf,3.4499999999999997,2.277777777777778
3.0757668592387306,geometries/test2D_10_pts_0.03_depth_2.dxf,3.4499999999999997,2.277777777777778
3.154946144344241,geometries/test2D_10_pts_0.03_depth_3.dxf,3.4499999999999997,2.277777777777778
3.1446376005478593,geometries/test2D_10_pts_0.03_depth_4.dxf,3.4499999999999997,2.277777777777778
3.0988951760783294,geometries/test2D_10_pts_0.03_depth_5.dxf,3.4499999999999997,2.277777777777778
2.972436317761346,geometries/test2D_10_pts_0.03_depth_6.dxf,3.4499999999999997,2.277777777777778
3.0698706930512953,geometries/test2D_10_pts_0.03_depth_7.dxf,3.4499999999999997,2.277777777777778
3.1605583366592236,geometries/test2D_10_pts_0.03_depth_8.dxf,3.4499999999999997,2.277777777777778
3.0580494282181987,geometries/test2D_10_pts_0.03_depth_9.dxf,3.4499999999999997,2.277777777777778
3.2739630018222257,geometries/test2D_10_pts_0.04_depth_0.dxf,3.4499999999999997,2.277777777777778
3.1661842121402657,geometries/test2D_10_pts_0.04_depth_1.dxf,3.4499999999999997,2.277777777777778
3.2529116498381723,geometries/test2D_10_pts_0.04_depth_2.dxf,3.4499999999999997,2.277777777777778
3.2659641333964644,geometries/test2D_10_pts_0.04_depth_3.dxf,3.4499999999999997,2.277777777777778
3.1477450272124083,geometries/test2D_10_pts_0.04_depth_4.dxf,3.4499999999999997,2.277777777777778
3.0910324144396926,geometries/test2D_10_pts_0.04_depth_5.dxf,3.4499999999999997,2.277777777777778
3.1766511795688053,geometries/test2D_10_pts_0.04_depth_6.dxf,3.4499999999999997,2.277777777777778
3.17973133278041,geometries/test2D_10_pts_0.04_depth_7.dxf,3.4499999999999997,2.277777777777778
3.127819536843091,geometries/test2D_10_pts_0.04_depth_8.dxf,3.4499999999999997,2.277777777777778
3.123886536512514,geometries/test2D_10_pts_0.04_depth_9.dxf,3.4499999999999997,2.277777777777778
3.310666886844503,geometries/test2D_10_pts_0.05_depth_0.dxf,3.4499999999999997,2.277777777777778
3.231182296783557,geometries/test2D_10_pts_0.05_depth_1.dxf,3.4499999999999997,2.277777777777778
,geometries/test2D_10_pts_0.05_depth_2.dxf,3.4499999999999997,2.277777777777778
3.4512285989650255,geometries/test2D_10_pts_0.05_depth_3.dxf,3.4499999999999997,2.277777777777778
3.259453554970751,geometries/test2D_10_pts_0.05_depth_4.dxf,3.4499999999999997,2.277777777777778
3.3324452797691144,geometries/test2D_10_pts_0.05_depth_5.dxf,3.4499999999999997,2.277777777777778
3.269244001402979,geometries/test2D_10_pts_0.05_depth_6.dxf,3.4499999999999997,2.277777777777778
,geometries/test2D_10_pts_0.05_depth_7.dxf,3.4499999999999997,2.277777777777778
3.193971183747924,geometries/test2D_10_pts_0.05_depth_8.dxf,3.4499999999999997,2.277777777777778
3.2975229720078603,geometries/test2D_10_pts_0.05_depth_9.dxf,3.4499999999999997,2.277777777777778
,geometries/test2D_10_pts_0.06_depth_0.dxf,3.4499999999999997,2.277777777777778
3.4584154274666474,geometries/test2D_10_pts_0.06_depth_1.dxf,3.4499999999999997,2.277777777777778
3.3961105169473074,geometries/test2D_10_pts_0.06_depth_2.dxf,3.4499999999999997,2.277777777777778
3.38808057490377,geometries/test2D_10_pts_0.06_depth_3.dxf,3.4499999999999997,2.277777777777778
3.302853545671301,geometries/test2D_10_pts_0.06_depth_4.dxf,3.4499999999999997,2.277777777777778
3.3252514741057975,geometries/test2D_10_pts_0.06_depth_5.dxf,3.4499999999999997,2.277777777777778
3.305945033156921,geometries/test2D_10_pts_0.06_depth_6.dxf,3.4499999999999997,2.277777777777778
3.2810097702635383,geometries/test2D_10_pts_0.06_depth_7.dxf,3.4499999999999997,2.277777777777778
3.2872224088840696,geometries/test2D_10_pts_0.06_depth_8.dxf,3.4499999999999997,2.277777777777778
