#EXPORTTYPE:                 ,DATA COMPARE                  ,
#FILE:                       ,sample2.ngb-ds3               ,
#FORMAT:                     ,NETZSCH5                      ,
#FTYPE:                      ,ANSI                          ,
#IDENTITY:                   ,graphite                      ,
#DECIMAL:                    ,POINT                         ,
#SEPARATOR:                  ,COMMA                         ,
#MTYPE:                      ,CP                            ,
#INSTRUMENT:                 ,NETZSCH STA 449F3             ,
#PROJECT:                    ,Gen3CSP                       ,
#DATE/TIME:                  ,12/12/2022 10:05:54 AM (UTC-5),
#CORR. FILE:                 ,baseline2.ngb-bs3             ,
#TEMPCAL:                    ,TCALZERO.TCX                  ,
#SENSITIVITY:                ,SENSZERO.EXX                  ,
#LABORATORY:                 ,STEEL                         ,
#OPERATOR:                   ,MJA                           ,
#REMARK:                     ,                              ,
#SAMPLE:                     ,sample2                       ,
#SAMPLE MASS /mg:            ,48.8,
#MATERIAL:                   ,                              ,
#REFERENCE:                  ,                              ,
#REFERENCE MASS /mg:         ,0,
#TYPE OF CRUCIBLE:           ,PtRh20 85 �l, with lid        
#SAMPLE CRUCIBLE MASS /mg:   ,0,
#REFERENCE CRUCIBLE MASS /mg:,0,
#DSC RANGE /�V:              ,5000,
#TG RANGE /mg:               ,35000,
#TAU-R:                      ,---                           ,
#CORR. CODE:                 ,0,
#EXO:                        ,-1,
#RANGE:                      ,100�C/15.0(K/min)/1180�C      ,
#SEGMENT:                    ,S5/7                          ,
#SEG. 5:                     ,100�C/15.0(K/min)/1180�C      ,
,,
##Temp./C,Cp(5)/(J/(g*K)),
155.52478,-0.46783,
155.54458,-0.46783,
155.56438,-0.46783,
155.58419,-0.46783,
155.60399,-0.46783,
155.6238,-0.46783,
155.6436,-0.46783,
155.66341,-0.46783,
155.68321,-0.46783,
155.70301,-0.46783,
155.72282,-0.46783,
155.74262,-0.46783,
155.76243,-0.46783,
155.78223,-0.46783,
155.80204,-0.46783,
155.82184,-0.46783,
155.84165,-0.46783,
155.86145,-0.46783,
155.88125,-0.46783,
155.90106,-0.46783,
155.92086,-0.46783,
155.94067,-0.46783,
155.96047,-0.46783,
155.98028,-0.46783,
156.00008,-0.46783,
156.01989,-0.46783,
156.03969,-0.46783,
156.05949,-0.46783,
156.0793,-0.46783,
156.0991,-0.46783,
156.11891,-0.46783,
156.13871,-0.46783,
156.15852,-0.46783,
156.17832,-0.46783,
156.19812,-0.46783,
156.21793,-0.46783,
156.23773,-0.46783,
156.25754,-0.46783,
156.27734,-0.46783,
156.29715,-0.46783,
156.31695,-0.46783,
156.33676,-0.46783,
156.35656,-0.46783,
156.37636,-0.46783,
156.39617,-0.46783,
156.41597,-0.46783,
156.43578,-0.46783,
156.45558,-0.46783,
156.47539,-0.46783,
156.49519,-0.46783,
156.515,-0.46783,
156.5348,-0.46783,
156.5546,-0.46783,
156.57441,-0.46783,
156.59421,-0.46783,
156.61402,-0.46783,
156.63382,-0.46783,
156.65363,-0.46783,
156.67343,-0.46783,
156.69323,-0.46783,
156.71304,-0.46783,
156.73284,-0.46783,
156.75265,-0.46783,
156.77245,-0.46783,
156.79226,-0.46783,
156.81206,-0.46783,
156.83187,-0.46783,
156.85167,-0.46783,
156.87147,-0.46783,
156.89128,-0.46783,
156.91108,-0.46783,
156.93089,-0.46783,
156.95069,-0.46783,
156.9705,-0.46783,
156.9903,-0.46783,
157.01011,-0.46783,
157.02991,-0.46783,
157.04971,-0.46783,
157.06952,-0.46783,
157.08932,-0.46783,
157.10913,-0.46783,
157.12893,-0.46783,
157.14874,-0.46783,
157.16854,-0.46783,
157.18834,-0.46783,
157.20815,-0.46783,
157.22795,-0.46783,
157.24776,-0.46783,
157.26756,-0.46783,
157.28737,-0.46783,
157.30717,-0.46783,
157.32698,-0.46783,
157.34678,-0.46783,
157.36658,-0.46783,
157.38639,-0.46783,
157.40619,-0.46783,
157.426,-0.46783,
157.4458,-0.46783,
157.46561,-0.46783,
157.48541,-0.46783,
157.50522,-0.46783,
157.52502,-0.46783,
157.54482,-0.46783,
157.56463,-0.46783,
157.58443,-0.46783,
157.60424,-0.46783,
157.62404,-0.46783,
157.64385,-0.46783,
157.66365,-0.46783,
157.68345,-0.46783,
157.70326,-0.46783,
157.72306,-0.46783,
157.74287,-0.46783,
157.76267,-0.46783,
157.78248,-0.46783,
157.80228,-0.46783,
157.82209,-0.46783,
157.84189,-0.46783,
157.86169,-0.46783,
157.8815,-0.46783,
157.9013,-0.46783,
157.92111,-0.46783,
157.94091,-0.46783,
157.96072,-0.46783,
157.98052,-0.46783,
158.00033,-0.46783,
158.02013,-0.46783,
158.03993,-0.46783,
158.05974,-0.46783,
158.07954,-0.46783,
158.09935,-0.46783,
158.11915,-0.46783,
158.13896,-0.46783,
158.15876,-0.46783,
158.17856,-0.46783,
158.19837,-0.46783,
158.21817,-0.46783,
158.23798,-0.46783,
158.25778,-0.46783,
158.27759,-0.46783,
158.29739,-0.46783,
158.3172,-0.46783,
158.337,-0.46783,
158.3568,-0.46783,
158.37661,-0.46783,
158.39641,-0.46783,
158.41622,-0.46783,
158.43602,-0.46783,
158.45583,-0.46783,
158.47563,-0.46783,
158.49544,-0.46783,
158.51524,-0.46783,
158.53504,-0.46783,
158.55485,-0.46783,
158.57465,-0.46783,
158.59446,-0.46783,
158.61426,-0.46783,
158.63407,-0.46783,
158.65387,-0.46783,
158.67367,-0.46783,
158.69348,-0.46783,
158.71328,-0.46783,
158.73309,-0.46783,
158.75289,-0.46783,
158.7727,-0.46783,
158.7925,-0.46783,
158.81231,-0.46783,
158.83211,-0.46783,
158.85191,-0.46783,
158.87172,-0.46783,
158.89152,-0.46783,
158.91133,-0.46783,
158.93113,-0.46783,
158.95094,-0.46783,
158.97074,-0.46783,
158.99055,-0.46783,
159.01035,-0.46783,
159.03015,-0.46783,
159.04996,-0.46783,
159.06976,-0.46783,
159.08957,-0.46783,
159.10937,-0.46783,
159.12918,-0.46783,
159.14898,-0.46783,
159.16878,-0.46783,
159.18859,-0.46783,
159.20839,-0.46783,
159.2282,-0.46783,
159.248,-0.46783,
159.26781,-0.46783,
159.28761,-0.46783,
159.30742,-0.46783,
159.32722,-0.46783,
159.34702,-0.46783,
159.36683,-0.46783,
159.38663,-0.46783,
159.40644,-0.46783,
159.42624,-0.46783,
159.44605,-0.46783,
159.46585,-0.46783,
159.48566,-0.46783,
159.50546,-0.46783,
159.52526,-0.46783,
159.54507,-0.46783,
159.56487,-0.46783,
159.58468,-0.46783,
159.60448,-0.46783,
159.62429,-0.46783,
159.64409,-0.46783,
159.66389,-0.46783,
159.6837,-0.46783,
159.7035,-0.46783,
159.72331,-0.46783,
159.74311,-0.46783,
159.76292,-0.46783,
159.78272,-0.46783,
159.80253,-0.46783,
159.82233,-0.46783,
159.84213,-0.46783,
159.86194,-0.46783,
159.88174,-0.46783,
159.90155,-0.46783,
159.92135,-0.46783,
159.94116,-0.46783,
159.96096,-0.46783,
159.98077,-0.46783,
160.00057,-0.46783,
160.02037,-0.46783,
160.04018,-0.46783,
160.05998,-0.46783,
160.07979,-0.46783,
160.09959,-0.46783,
160.1194,-0.46783,
160.1392,-0.46783,
160.159,-0.46783,
160.17881,-0.46783,
160.19861,-0.46783,
160.21842,-0.46783,
160.23822,-0.46783,
160.25803,-0.46783,
160.27783,-0.46783,
160.29764,-0.46783,
160.31744,-0.46783,
160.33724,-0.46783,
160.35705,-0.46783,
160.37685,-0.46783,
160.39666,1.2925,
160.41646,1.40437,
160.43627,1.45094,
160.45607,1.44483,
160.47588,1.39865,
160.49568,1.32504,
160.51548,1.2366,
160.53529,1.14597,
160.55509,1.06576,
160.5749,1.00693,
160.5947,0.97012,
160.61451,0.95195,
160.63431,0.94907,
160.65411,0.9581,
160.67392,0.97567,
160.69372,0.99842,
160.71353,1.02297,
160.73333,1.04597,
160.75314,1.06413,
160.77294,1.07624,
160.79275,1.08309,
160.81255,1.08553,
160.83235,1.08444,
160.85216,1.08067,
160.87196,1.0751,
160.89177,1.06858,
160.91157,1.06199,
160.93138,1.05617,
160.95118,1.05191,
160.97099,1.04925,
160.99079,1.04795,
161.01059,1.04777,
161.0304,1.04845,
161.0502,1.04975,
161.07001,1.05142,
161.08981,1.05322,
161.10962,1.0549,
161.12942,1.05622,
161.14922,1.05706,
161.16903,1.05751,
161.18883,1.05761,
161.20864,1.05745,
161.22844,1.05711,
161.24825,1.05664,
161.26805,1.05613,
161.28786,1.05564,
161.30766,1.05525,
161.32746,1.05499,
161.34727,1.05487,
161.36707,1.05484,
161.38688,1.0549,
161.40668,1.05503,
161.42649,1.05519,
161.44629,1.05538,
161.4661,1.05556,
161.4859,1.05573,
161.5057,1.05585,
161.52551,1.05592,
161.54531,1.05595,
161.56512,1.05595,
161.58492,1.05592,
161.60473,1.05586,
161.62453,1.0558,
161.64433,1.05573,
161.66414,1.05565,
161.68394,1.05559,
161.70375,1.05553,
161.72355,1.05548,
161.74336,1.05544,
161.76316,1.05541,
161.78297,1.05539,
161.80277,1.05538,
161.82257,1.05538,
161.84238,1.05539,
161.86218,1.05541,
161.88199,1.05544,
161.90179,1.05547,
161.9216,1.05551,
161.9414,1.05556,
161.96121,1.05561,
161.98101,1.05566,
162.00081,1.05571,
162.02062,1.05575,
162.04042,1.05579,
162.06023,1.05582,
162.08003,1.05585,
162.09984,1.05587,
162.11964,1.05588,
162.13944,1.05589,
162.15925,1.05589,
162.17905,1.05587,
162.19886,1.05585,
162.21866,1.05582,
162.23847,1.05578,
162.25827,1.05573,
162.27808,1.05568,
162.29788,1.05563,
162.31768,1.05557,
162.33749,1.05551,
162.35729,1.05546,
162.3771,1.05542,
162.3969,1.05538,
162.41671,1.05536,
162.43651,1.05534,
162.45632,1.05534,
162.47612,1.05534,
162.49592,1.05534,
162.51573,1.05535,
162.53553,1.05536,
162.55534,1.05537,
162.57514,1.05537,
162.59495,1.05537,
162.61475,1.05536,
162.63455,1.05534,
162.65436,1.05532,
162.67416,1.0553,
162.69397,1.05527,
162.71377,1.05525,
162.73358,1.05522,
162.75338,1.0552,
162.77319,1.05518,
162.79299,1.05517,
162.81279,1.05516,
162.8326,1.05515,
162.8524,1.05515,
162.87221,1.05515,
162.89201,1.05515,
162.91182,1.05516,
162.93162,1.05517,
162.95143,1.05519,
162.97123,1.05521,
162.99103,1.05523,
163.01084,1.05525,
163.03064,1.05528,
163.05045,1.0553,
163.07025,1.05532,
163.09006,1.05534,
163.10986,1.05536,
163.12966,1.05538,
163.14947,1.05539,
163.16927,1.0554,
163.18908,1.05541,
163.20888,1.05542,
163.22869,1.05542,
163.24849,1.05542,
163.2683,1.05543,
163.2881,1.05543,
163.3079,1.05544,
163.32771,1.05544,
163.34751,1.05545,
163.36732,1.05546,
163.38712,1.05547,
163.40693,1.05547,
163.42673,1.05548,
163.44654,1.05548,
163.46634,1.05548,
163.48614,1.05548,
163.50595,1.05547,
163.52575,1.05546,
163.54556,1.05544,
163.56536,1.05542,
163.58517,1.0554,
163.60497,1.05538,
163.62477,1.05536,
163.64458,1.05535,
163.66438,1.05534,
163.68419,1.05534,
163.70399,1.05535,
163.7238,1.05537,
