##Thermal_diffusivity

##General_information
#Database,set2.mdb
#Instrument,#LFA_467
#Identity,graphite putty set 2
#Date,2022-12-09
#Material,8 - C
#Ref_temperature /�C,20.0
#Ref_density /(g/cm^3),1.000
#Sample,8
#Type,#Single_layer
#Sample position,C
#Spotsize,2.8
#Filter,0
#Thickness_RT/mm,2.9900
#Diameter/mm,9.800
#Sensor,InSb (HT)
#Operator,MJA
#Remark_mment,---
#Cp_table,Cp_const
#Expansion_table,dL_const
#CalcCode,Standard + p.c./l/0-0-0
#MFC_Purge2_Gas,ARGON
#MFC_Protective_Gas,ARGON
,

##Results
#Shot_number,#Temperature/C,#Model,#Diffusivity/(mm^2/s),#Uncertainty/%,#Laser_voltage/V,#Pulse_width/ms,#Half_time,#T_Infin,#Ampl_gain,#Pulse_integr
40,280.0,Standard + p.c.(l),3.540,0.3,250.0,0.60,332.7,7.032,16446827.4,1.943
41,280.0,Standard + p.c.(l),3.542,0.3,250.0,0.60,332.7,7.184,16446827.4,2.06
42,280.0,Standard + p.c.(l),3.541,0.3,250.0,0.60,332.2,7.013,16446827.4,1.922
#Mean,280.0,,3.541,,,,,,,
#Std_Dev,0.0,,0.001,,,,,,,
43,300.0,Standard + p.c.(l),3.507,0.3,250.0,0.60,335.3,7.089,16446827.4,1.94
44,300.0,Standard + p.c.(l),3.519,0.3,250.0,0.60,334.3,7.282,16446827.4,2.028
45,300.0,Standard + p.c.(l),3.531,0.3,250.0,0.60,335.7,7.071,16446827.4,2.092
#Mean,300.0,,3.519,,,,,,,
#Std_Dev,0.0,,0.012,,,,,,,
46,320.0,Standard + p.c.(l),3.498,0.5,250.0,0.60,336.1,8.086,16446827.4,1.901
47,320.0,Standard + p.c.(l),3.499,0.4,250.0,0.60,335.9,6.457,13424209.0,1.955
48,320.0,Standard + p.c.(l),3.515,0.4,250.0,0.60,334.6,6.72,13424209.0,2.049
#Mean,320.0,,3.504,,,,,,,
#Std_Dev,0.0,,0.010,,,,,,,
49,340.0,Standard + p.c.(l),3.499,0.5,250.0,0.60,333.4,7.51,13424209.0,2.055
50,340.0,Standard + p.c.(l),3.501,0.5,250.0,0.60,333.5,7.592,13424209.0,2.072
51,340.0,Standard + p.c.(l),3.507,0.4,250.0,0.60,332.4,6.519,11643023.7,2.077
#Mean,340.0,,3.502,,,,,,,
#Std_Dev,0.0,,0.004,,,,,,,
52,360.0,Standard + p.c.(l),3.604,0.9,250.0,0.60,322.9,4.832,11643023.7,2.089
53,360.0,Standard + p.c.(l),3.634,0.6,250.0,0.60,318.4,5.951,15113870.8,1.965
54,360.0,Standard + p.c.(l),3.585,0.7,250.0,0.60,317.7,6.22,15113870.8,2.11
#Mean,360.0,,3.608,,,,,,,
#Std_Dev,0.0,,0.025,,,,,,,
55,380.0,Standard + p.c.(l),3.742,0.8,250.0,0.60,314.7,5.587,15113870.8,2.091
56,380.0,Standard + p.c.(l),3.686,0.7,250.0,0.60,321.5,5.576,15113870.8,1.911
57,380.0,Standard + p.c.(l),3.802,0.5,250.0,0.60,314.3,5.561,15113870.8,2.109
#Mean,380.0,,3.744,,,,,,,
#Std_Dev,0.0,,0.058,,,,,,,
58,400.0,Standard + p.c.(l),3.782,0.6,250.0,0.60,315.2,6.059,15113870.8,2.095
59,400.0,Standard + p.c.(l),3.812,0.5,250.0,0.60,309.3,6.222,15113870.8,1.952
60,400.0,Standard + p.c.(l),3.800,0.5,250.0,0.60,316.2,6.143,15113870.8,1.911
#Mean,400.0,,3.798,,,,,,,
#Std_Dev,0.0,,0.015,,,,,,,
61,420.0,Standard + p.c.(l),3.816,0.4,250.0,0.60,311.3,7.425,15113870.8,1.951
62,420.0,Standard + p.c.(l),3.872,0.5,250.0,0.60,306.3,7.866,15113870.8,1.89
63,420.0,Standard + p.c.(l),3.784,0.4,250.0,0.60,311.2,6.526,12616926.3,2.095
#Mean,420.0,,3.824,,,,,,,
#Std_Dev,0.0,,0.044,,,,,,,
64,440.0,Standard + p.c.(l),3.761,0.3,250.0,0.60,312.5,7.399,12616926.3,1.932
65,440.0,Standard + p.c.(l),3.748,0.3,250.0,0.60,313.9,7.442,12616926.3,2.101
66,440.0,Standard + p.c.(l),3.750,0.3,250.0,0.60,311.7,7.404,12616926.3,2.081
#Mean,440.0,,3.753,,,,,,,
#Std_Dev,0.0,,0.007,,,,,,,
67,460.0,Standard + p.c.(l),3.651,0.4,250.0,0.60,321.8,8.721,12616926.3,2.014
68,460.0,Standard + p.c.(l),3.709,0.3,250.0,0.60,316.4,6.264,9638114.0,2.071
69,460.0,Standard + p.c.(l),3.727,0.4,250.0,0.60,314.8,6.257,9638114.0,1.936
#Mean,460.0,,3.696,,,,,,,
#Std_Dev,0.0,,0.040,,,,,,,
70,480.0,Standard + p.c.(l),3.689,0.3,250.0,0.60,317.9,6.925,9638114.0,1.909
71,480.0,Standard + p.c.(l),3.687,0.3,250.0,0.60,318.0,6.871,9638114.0,1.914
72,480.0,Standard + p.c.(l),3.679,0.3,250.0,0.60,318.4,6.931,9638114.0,2.061
#Mean,480.0,,3.685,,,,,,,
#Std_Dev,0.0,,0.005,,,,,,,
73,500.0,Standard + p.c.(l),3.661,0.3,250.0,0.60,318.4,4.019,5086586.9,1.911
74,500.0,Standard + p.c.(l),3.652,0.3,250.0,0.60,319.5,4.082,5086586.9,2.042
75,500.0,Standard + p.c.(l),3.657,0.3,250.0,0.60,320.2,3.917,5086586.9,1.93
#Mean,500.0,,3.657,,,,,,,
#Std_Dev,0.0,,0.005,,,,,,,
76,520.0,Standard + p.c.(l),3.646,0.3,250.0,0.60,320.5,4.382,5086586.9,1.895
77,520.0,Standard + p.c.(l),3.626,0.3,250.0,0.60,321.6,4.294,5086586.9,1.909
78,520.0,Standard + p.c.(l),3.626,0.3,250.0,0.60,322.2,4.309,5086586.9,1.924
#Mean,520.0,,3.632,,,,,,,
#Std_Dev,0.0,,0.011,,,,,,,
79,540.0,Standard + p.c.(l),3.613,0.3,250.0,0.60,322.3,4.712,5086586.9,2.056
80,540.0,Standard + p.c.(l),3.609,0.3,250.0,0.60,323.6,4.832,5086586.9,2.076
81,540.0,Standard + p.c.(l),3.603,0.3,250.0,0.60,322.4,4.74,5086586.9,1.912
#Mean,540.0,,3.608,,,,,,,
#Std_Dev,0.0,,0.005,,,,,,,
82,560.0,Standard + p.c.(l),3.604,0.3,250.0,0.60,323.1,5.203,5086586.9,1.936
83,560.0,Standard + p.c.(l),3.603,0.3,250.0,0.60,323.1,5.179,5086586.9,1.927
84,560.0,Standard + p.c.(l),3.580,0.3,250.0,0.60,325.2,5.215,5086586.9,1.902
#Mean,560.0,,3.595,,,,,,,
#Std_Dev,0.0,,0.014,,,,,,,
85,580.0,Standard + p.c.(l),3.581,0.3,250.0,0.60,325.0,5.697,5086586.9,1.9
86,580.0,Standard + p.c.(l),3.574,0.3,250.0,0.60,326.0,5.594,5086586.9,1.943
87,580.0,Standard + p.c.(l),3.594,0.3,250.0,0.60,323.3,5.732,5086586.9,2.104
#Mean,580.0,,3.583,,,,,,,
#Std_Dev,0.0,,0.010,,,,,,,
88,600.0,Standard + p.c.(l),3.576,0.3,250.0,0.60,324.2,6.164,5086586.9,1.913
89,600.0,Standard + p.c.(l),3.564,0.3,250.0,0.60,324.9,6.174,5086586.9,1.916
90,600.0,Standard + p.c.(l),3.560,0.3,250.0,0.60,324.7,6.262,5086586.9,2.081
#Mean,600.0,,3.567,,,,,,,
#Std_Dev,0.0,,0.009,,,,,,,
91,620.0,Standard + p.c.(l),3.568,0.3,250.0,0.60,324.4,6.656,5086586.9,1.924
92,620.0,Standard + p.c.(l),3.562,0.3,250.0,0.60,326.1,6.54,5086586.9,1.939
93,620.0,Standard + p.c.(l),3.553,0.3,250.0,0.60,324.9,6.58,5086586.9,1.928
#Mean,620.0,,3.561,,,,,,,
#Std_Dev,0.0,,0.007,,,,,,,
94,640.0,Standard + p.c.(l),3.556,0.3,250.0,0.60,324.5,7.375,5086586.9,2.09
95,640.0,Standard + p.c.(l),3.553,0.3,250.0,0.60,325.0,7.164,5086586.9,1.92
96,640.0,Standard + p.c.(l),3.553,0.3,250.0,0.60,325.3,7.453,5086586.9,2.065
#Mean,640.0,,3.554,,,,,,,
#Std_Dev,0.0,,0.001,,,,,,,
97,660.0,Standard + p.c.(l),3.504,0.2,250.0,0.60,326.9,8.462,5086586.9,2.132
98,660.0,Standard + p.c.(l),3.516,0.3,250.0,0.60,327.1,6.95,4210387.7,2.097
99,660.0,Standard + p.c.(l),3.513,0.2,250.0,0.60,326.7,7.068,4210387.7,2.096
#Mean,660.0,,3.511,,,,,,,
#Std_Dev,0.0,,0.006,,,,,,,
100,680.0,Standard + p.c.(l),3.477,0.2,250.0,0.60,328.4,7.879,4210387.7,2.05
101,680.0,Standard + p.c.(l),3.493,0.2,250.0,0.60,330.5,7.906,4210387.7,2.077
102,680.0,Standard + p.c.(l),3.496,0.2,250.0,0.60,327.9,7.703,4210387.7,2.098
#Mean,680.0,,3.489,,,,,,,
#Std_Dev,0.0,,0.010,,,,,,,
103,700.0,Standard + p.c.(l),3.442,0.2,250.0,0.60,330.8,8.795,4210387.7,2.084
104,700.0,Standard + p.c.(l),3.448,0.2,250.0,0.60,330.7,7.194,3384330.6,1.883
105,700.0,Standard + p.c.(l),3.428,0.1,250.0,0.60,332.3,7.194,3384330.6,2.09
#Mean,700.0,,3.439,,,,,,,
#Std_Dev,0.0,,0.010,,,,,,,
106,720.0,Standard + p.c.(l),3.430,0.1,250.0,0.60,332.9,7.903,3384330.6,2.077
107,720.0,Standard + p.c.(l),3.410,0.1,250.0,0.60,333.4,8.005,3384330.6,2.104
108,720.0,Standard + p.c.(l),3.413,0.1,250.0,0.60,333.2,7.815,3384330.6,1.91
#Mean,720.0,,3.418,,,,,,,
#Std_Dev,0.0,,0.010,,,,,,,
109,740.0,Standard + p.c.(l),3.378,0.1,250.0,0.60,334.4,8.584,3384330.6,1.912
110,740.0,Standard + p.c.(l),3.373,0.1,250.0,0.60,335.0,7.365,2853729.7,2.083
111,740.0,Standard + p.c.(l),3.377,0.1,250.0,0.60,335.1,7.449,2853729.7,2.08
#Mean,740.0,,3.376,,,,,,,
#Std_Dev,0.0,,0.003,,,,,,,
112,760.0,Standard + p.c.(l),3.356,0.1,250.0,0.60,335.0,7.823,2853729.7,2.097
113,760.0,Standard + p.c.(l),3.357,0.1,250.0,0.60,335.4,7.745,2853729.7,2.07
114,760.0,Standard + p.c.(l),3.367,0.1,250.0,0.60,335.5,7.676,2853729.7,1.895
#Mean,760.0,,3.360,,,,,,,
#Std_Dev,0.0,,0.006,,,,,,,
115,780.0,Standard + p.c.(l),3.374,0.1,250.0,0.60,331.7,8.04,2853729.7,2.095
116,780.0,Standard + p.c.(l),3.315,0.2,250.0,0.60,332.0,8.349,2853729.7,2.081
117,780.0,Standard + p.c.(l),3.305,0.1,250.0,0.60,337.9,8.071,2853729.7,2.067
#Mean,780.0,,3.331,,,,,,,
#Std_Dev,0.0,,0.037,,,,,,,
118,800.0,Standard + p.c.(l),3.384,0.2,250.0,0.60,332.0,8.313,2853729.7,1.917
119,800.0,Standard + p.c.(l),3.350,0.1,250.0,0.60,332.1,8.374,2853729.7,2.088
120,800.0,Standard + p.c.(l),3.450,0.2,250.0,0.60,330.8,8.529,2853729.7,1.898
#Mean,800.0,,3.394,,,,,,,
#Std_Dev,0.0,,0.051,,,,,,,
121,820.0,Standard + p.c.(l),3.374,0.1,250.0,0.60,331.9,7.188,2395643.6,1.91
122,820.0,Standard + p.c.(l),3.364,0.1,250.0,0.60,332.6,7.299,2395643.6,2.09
123,820.0,Standard + p.c.(l),3.415,0.3,250.0,0.60,330.3,7.215,2395643.6,2.042
#Mean,820.0,,3.384,,,,,,,
#Std_Dev,0.0,,0.027,,,,,,,
124,840.0,Standard + p.c.(l),3.392,0.1,250.0,0.60,329.9,7.564,2395643.6,2.074
125,840.0,Standard + p.c.(l),3.401,0.1,250.0,0.60,330.5,7.27,2395643.6,2.086
126,840.0,Standard + p.c.(l),3.436,0.3,250.0,0.60,329.7,7.356,2395643.6,2.091
#Mean,840.0,,3.410,,,,,,,
#Std_Dev,0.0,,0.023,,,,,,,
127,860.0,Standard + p.c.(l),3.409,0.1,250.0,0.60,327.7,7.734,2395643.6,2.107
128,860.0,Standard + p.c.(l),3.413,0.2,250.0,0.60,328.1,7.579,2395643.6,1.904
129,860.0,Standard + p.c.(l),3.411,0.1,250.0,0.60,328.4,7.48,2395643.6,1.933
#Mean,860.0,,3.411,,,,,,,
#Std_Dev,0.0,,0.002,,,,,,,
130,880.0,Standard + p.c.(l),3.364,0.1,250.0,0.60,325.1,8.041,2395643.6,2.069
131,880.0,Standard + p.c.(l),3.372,0.1,250.0,0.60,327.2,7.887,2395643.6,2.105
132,880.0,Standard + p.c.(l),3.475,0.3,250.0,0.60,326.6,7.415,2395643.6,2.095
#Mean,880.0,,3.404,,,,,,,
#Std_Dev,0.0,,0.062,,,,,,,
133,900.0,Standard + p.c.(l),3.386,0.1,250.0,0.60,325.5,8.082,2395643.6,2.043
134,900.0,Standard + p.c.(l),3.396,0.2,250.0,0.60,332.4,8.302,2395643.6,2.065
135,900.0,Standard + p.c.(l),3.466,0.3,250.0,0.60,326.3,6.916,2078362.5,2.083
#Mean,900.0,,3.416,,,,,,,
#Std_Dev,0.0,,0.044,,,,,,,
136,920.0,Standard + p.c.(l),3.406,0.1,250.0,0.60,326.0,6.961,2078362.5,1.918
137,920.0,Standard + p.c.(l),3.440,0.1,250.0,0.60,324.1,7.197,2078362.5,2.096
138,920.0,Standard + p.c.(l),3.435,0.1,250.0,0.60,324.8,7.19,2078362.5,1.9
#Mean,920.0,,3.427,,,,,,,
#Std_Dev,0.0,,0.018,,,,,,,
139,940.0,Standard + p.c.(l),3.432,0.1,250.0,0.60,324.2,7.312,2078362.5,1.892
140,940.0,Standard + p.c.(l),3.445,0.1,250.0,0.60,323.1,7.349,2078362.5,2.067
141,940.0,Standard + p.c.(l),3.457,0.2,250.0,0.60,322.7,7.299,2078362.5,2.088
#Mean,940.0,,3.445,,,,,,,
#Std_Dev,0.0,,0.012,,,,,,,
142,960.0,Standard + p.c.(l),3.434,0.2,250.0,0.60,321.3,7.596,2078362.5,2.078
143,960.0,Standard + p.c.(l),3.471,0.1,250.0,0.60,320.5,7.468,2078362.5,1.898
144,960.0,Standard + p.c.(l),3.491,0.2,250.0,0.60,319.6,7.43,2078362.5,2.102
#Mean,960.0,,3.465,,,,,,,
#Std_Dev,0.0,,0.029,,,,,,,
145,980.0,Standard + p.c.(l),3.484,0.2,250.0,0.60,317.9,7.619,2078362.5,1.902
146,980.0,Standard + p.c.(l),3.522,0.2,250.0,0.60,316.5,7.455,2078362.5,1.892
147,980.0,Standard + p.c.(l),3.525,0.2,250.0,0.60,316.4,7.615,2078362.5,2.08
#Mean,980.0,,3.510,,,,,,,
#Std_Dev,0.0,,0.023,,,,,,,
148,1000.0,Standard + p.c.(l),3.527,0.1,250.0,0.60,314.3,7.824,2078362.5,1.882
149,1000.0,Standard + p.c.(l),3.563,0.2,250.0,0.60,313.2,7.602,2078362.5,1.901
150,1000.0,Standard + p.c.(l),3.557,0.2,250.0,0.60,312.5,7.701,2078362.5,2.086
#Mean,1000.0,,3.549,,,,,,,
#Std_Dev,0.0,,0.020,,,,,,,
151,1020.0,Standard + p.c.(l),3.553,0.2,250.0,0.60,311.5,7.841,2078362.5,2.099
152,1020.0,Standard + p.c.(l),3.582,0.2,250.0,0.60,310.2,7.798,2078362.5,1.902
153,1020.0,Standard + p.c.(l),3.564,0.1,250.0,0.60,309.9,7.784,2078362.5,1.911
#Mean,1020.0,,3.567,,,,,,,
#Std_Dev,0.0,,0.015,,,,,,,
154,1040.0,Standard + p.c.(l),3.642,0.2,250.0,0.60,305.1,7.975,2078362.5,1.902
155,1040.0,Standard + p.c.(l),3.650,0.2,250.0,0.60,305.1,7.977,2078362.5,2.062
156,1040.0,Standard + p.c.(l),3.641,0.1,250.0,0.60,305.7,8.022,2078362.5,1.869
#Mean,1040.0,,3.644,,,,,,,
#Std_Dev,0.0,,0.005,,,,,,,
157,1060.0,Standard + p.c.(l),3.701,0.2,250.0,0.60,300.9,8.055,2078362.5,2.082
158,1060.0,Standard + p.c.(l),3.702,0.2,250.0,0.60,301.1,8.055,2078362.5,1.908
159,1060.0,Standard + p.c.(l),3.695,0.2,250.0,0.60,301.3,8.056,2078362.5,1.881
#Mean,1060.0,,3.699,,,,,,,
#Std_Dev,0.0,,0.004,,,,,,,
160,1080.0,Standard + p.c.(l),3.733,0.2,250.0,0.60,297.4,8.175,2078362.5,2.117
161,1080.0,Standard + p.c.(l),3.736,0.2,250.0,0.60,297.1,8.252,2078362.5,2.119
162,1080.0,Standard + p.c.(l),3.728,0.2,250.0,0.60,297.0,8.157,2078362.5,1.9
#Mean,1080.0,,3.732,,,,,,,
#Std_Dev,0.0,,0.004,,,,,,,
163,1100.0,Standard + p.c.(l),3.768,0.1,250.0,0.60,292.7,8.598,2078362.5,1.914
164,1100.0,Standard + p.c.(l),3.824,0.2,250.0,0.60,292.6,8.293,2078362.5,1.882
165,1100.0,Standard + p.c.(l),3.808,0.2,250.0,0.60,291.5,8.509,2078362.5,1.882
#Mean,1100.0,,3.800,,,,,,,
#Std_Dev,0.0,,0.029,,,,,,,
166,1120.0,Standard + p.c.(l),3.858,0.2,250.0,0.60,286.9,8.484,2078362.5,1.905
167,1120.0,Standard + p.c.(l),3.850,0.2,250.0,0.60,288.6,8.502,2078362.5,1.881
168,1120.0,Standard + p.c.(l),3.816,0.2,250.0,0.60,289.0,8.589,2078362.5,1.873
#Mean,1120.0,,3.841,,,,,,,
#Std_Dev,0.0,,0.022,,,,,,,
169,1140.0,Standard + p.c.(l),3.891,0.2,250.0,0.60,283.9,8.731,2078362.5,1.884
170,1140.0,Standard + p.c.(l),3.882,0.2,250.0,0.60,284.8,8.578,2078362.5,2.082
171,1140.0,Standard + p.c.(l),3.897,0.3,250.0,0.60,284.6,8.633,2078362.5,2.067
#Mean,1140.0,,3.890,,,,,,,
#Std_Dev,0.0,,0.007,,,,,,,
172,1160.0,Standard + p.c.(l),3.949,0.2,250.0,0.60,279.2,8.801,2078362.5,1.917
173,1160.0,Standard + p.c.(l),3.932,0.2,250.0,0.60,280.1,8.814,2078362.5,1.901
174,1160.0,Standard + p.c.(l),3.938,0.2,250.0,0.60,279.5,8.707,2078362.5,1.886
#Mean,1160.0,,3.940,,,,,,,
#Std_Dev,0.0,,0.008,,,,,,,
175,1180.0,Standard + p.c.(l),4.026,0.2,250.0,0.60,274.0,8.944,2078362.5,1.912
176,1180.0,Standard + p.c.(l),4.011,0.2,250.0,0.60,275.3,7.367,1783610.5,2.079
177,1180.0,Standard + p.c.(l),4.008,0.2,250.0,0.60,276.3,7.458,1783610.5,1.884
#Mean,1180.0,,4.015,,,,,,,
#Std_Dev,0.0,,0.010,,,,,,,

