##Thermal_diffusivity

##General_information
#Database,set1.mdb
#Instrument,#LFA_467
#Identity,graphite putty set 1
#Date,2022-12-07
#Material,5 - A
#Ref_temperature /�C,20.0
#Ref_density /(g/cm^3),1.000
#Sample,5
#Type,#Single_layer
#Sample position,A
#Spotsize,2.8
#Filter,0
#Thickness_RT/mm,3.1200
#Diameter/mm,9.800
#Sensor,InSb (HT)
#Operator,MJA
#Remark_mment,---
#Cp_table,Cp_const
#Expansion_table,dL_const
#CalcCode,Standard + p.c./l/0-0-0
#MFC_Purge2_Gas,ARGON
#MFC_Protective_Gas,ARGON
,

##Results
#Shot_number,#Temperature/C,#Model,#Diffusivity/(mm^2/s),#Uncertainty/%,#Laser_voltage/V,#Pulse_width/ms,#Half_time,#T_Infin,#Ampl_gain,#Pulse_integr
25,180.0,Standard + p.c.(l),5.646,0.5,250.0,0.60,230.4,8.261,33195603.0,2.094
26,180.0,Standard + p.c.(l),5.633,0.5,250.0,0.60,230.4,6.481,26196801.8,2.077
27,180.0,Standard + p.c.(l),5.645,0.5,250.0,0.60,230.5,6.357,26196801.8,1.908
#Mean,180.0,,5.641,,,,,,,
#Std_Dev,0.0,,0.007,,,,,,,
28,200.0,Standard + p.c.(l),5.495,0.5,250.0,0.60,236.2,7.629,26196801.8,1.927
29,200.0,Standard + p.c.(l),5.508,0.5,250.0,0.60,235.7,6.774,22607053.2,2.073
30,200.0,Standard + p.c.(l),5.492,0.5,250.0,0.60,236.5,6.648,22607053.2,2.099
#Mean,200.0,,5.499,,,,,,,
#Std_Dev,0.0,,0.008,,,,,,,
31,220.0,Standard + p.c.(l),5.357,0.5,250.0,0.60,241.9,7.977,22607053.2,2.129
32,220.0,Standard + p.c.(l),5.347,0.5,250.0,0.60,242.4,6.468,18551864.0,1.928
33,220.0,Standard + p.c.(l),5.350,0.5,250.0,0.60,242.5,6.422,18551864.0,2.105
#Mean,220.0,,5.351,,,,,,,
#Std_Dev,0.0,,0.005,,,,,,,
34,240.0,Standard + p.c.(l),5.216,0.5,250.0,0.60,248.2,7.434,18551864.0,1.965
35,240.0,Standard + p.c.(l),5.215,0.5,250.0,0.60,248.2,7.392,18551864.0,1.915
36,240.0,Standard + p.c.(l),5.217,0.5,250.0,0.60,248.3,7.46,18551864.0,1.93
#Mean,240.0,,5.216,,,,,,,
#Std_Dev,0.0,,0.001,,,,,,,
37,260.0,Standard + p.c.(l),5.093,0.5,250.0,0.60,254.0,8.742,18551864.0,1.9
38,260.0,Standard + p.c.(l),5.104,0.4,250.0,0.60,253.5,6.762,14046098.6,2.114
39,260.0,Standard + p.c.(l),5.090,0.4,250.0,0.60,254.1,6.66,14046098.6,1.946
#Mean,260.0,,5.096,,,,,,,
#Std_Dev,0.0,,0.007,,,,,,,
40,280.0,Standard + p.c.(l),4.984,0.5,250.0,0.60,259.5,7.593,14046098.6,1.932
41,280.0,Standard + p.c.(l),4.979,0.4,250.0,0.60,259.4,6.761,12222670.9,2.036
42,280.0,Standard + p.c.(l),4.972,0.4,250.0,0.60,260.1,6.556,12222670.9,1.945
#Mean,280.0,,4.978,,,,,,,
#Std_Dev,0.0,,0.006,,,,,,,
43,300.0,Standard + p.c.(l),4.869,0.4,250.0,0.60,265.0,7.676,12222670.9,2.051
44,300.0,Standard + p.c.(l),4.865,0.4,250.0,0.60,264.9,6.456,10525969.2,1.941
45,300.0,Standard + p.c.(l),4.867,0.4,250.0,0.60,265.3,6.47,10525969.2,1.936
#Mean,300.0,,4.867,,,,,,,
#Std_Dev,0.0,,0.002,,,,,,,
46,320.0,Standard + p.c.(l),4.767,0.4,250.0,0.60,270.1,7.166,10525969.2,1.934
47,320.0,Standard + p.c.(l),4.776,0.4,250.0,0.60,269.7,7.37,10525969.2,2.076
48,320.0,Standard + p.c.(l),4.770,0.4,250.0,0.60,269.7,7.227,10525969.2,1.915
#Mean,320.0,,4.771,,,,,,,
#Std_Dev,0.0,,0.004,,,,,,,
49,340.0,Standard + p.c.(l),4.690,0.4,250.0,0.60,274.0,8.274,10525969.2,2.104
50,340.0,Standard + p.c.(l),4.682,0.4,250.0,0.60,274.8,6.431,8460826.4,1.955
51,340.0,Standard + p.c.(l),4.690,0.4,250.0,0.60,274.0,6.464,8460826.4,1.945
#Mean,340.0,,4.687,,,,,,,
#Std_Dev,0.0,,0.005,,,,,,,
52,360.0,Standard + p.c.(l),4.602,0.4,250.0,0.60,279.1,7.391,8460826.4,2.07
53,360.0,Standard + p.c.(l),4.597,0.4,250.0,0.60,279.2,7.201,8460826.4,1.952
54,360.0,Standard + p.c.(l),4.595,0.4,250.0,0.60,279.4,7.097,8460826.4,1.945
#Mean,360.0,,4.598,,,,,,,
#Std_Dev,0.0,,0.004,,,,,,,
55,380.0,Standard + p.c.(l),4.514,0.4,250.0,0.60,284.3,7.934,8460826.4,2.08
56,380.0,Standard + p.c.(l),4.515,0.4,250.0,0.60,284.1,6.631,7059815.1,1.938
57,380.0,Standard + p.c.(l),4.514,0.4,250.0,0.60,284.2,6.667,7059815.1,1.925
#Mean,380.0,,4.514,,,,,,,
#Std_Dev,0.0,,0.000,,,,,,,
58,400.0,Standard + p.c.(l),4.437,0.4,250.0,0.60,289.3,7.116,7059815.1,1.932
59,400.0,Standard + p.c.(l),4.434,0.4,250.0,0.60,288.9,7.236,7059815.1,1.931
60,400.0,Standard + p.c.(l),4.431,0.4,250.0,0.60,289.0,7.133,7059815.1,1.911
#Mean,400.0,,4.434,,,,,,,
#Std_Dev,0.0,,0.003,,,,,,,
61,420.0,Standard + p.c.(l),4.375,0.4,250.0,0.60,292.3,8.128,7059815.1,2.076
62,420.0,Standard + p.c.(l),4.364,0.4,250.0,0.60,292.8,6.498,5785528.0,1.966
63,420.0,Standard + p.c.(l),4.370,0.4,250.0,0.60,292.8,6.593,5785528.0,1.929
#Mean,420.0,,4.370,,,,,,,
#Std_Dev,0.0,,0.006,,,,,,,
64,440.0,Standard + p.c.(l),4.297,0.4,250.0,0.60,297.2,6.923,5785528.0,1.925
65,440.0,Standard + p.c.(l),4.299,0.4,250.0,0.60,296.9,6.982,5785528.0,1.916
66,440.0,Standard + p.c.(l),4.301,0.4,250.0,0.60,296.7,7.01,5785528.0,1.922
#Mean,440.0,,4.299,,,,,,,
#Std_Dev,0.0,,0.002,,,,,,,
67,460.0,Standard + p.c.(l),4.224,0.4,250.0,0.60,301.4,7.467,5785528.0,1.929
68,460.0,Standard + p.c.(l),4.224,0.4,250.0,0.60,301.0,7.453,5785528.0,1.927
69,460.0,Standard + p.c.(l),4.229,0.4,250.0,0.60,301.3,7.589,5785528.0,1.921
#Mean,460.0,,4.226,,,,,,,
#Std_Dev,0.0,,0.002,,,,,,,
70,480.0,Standard + p.c.(l),4.173,0.4,250.0,0.60,304.7,8.079,5785528.0,1.92
71,480.0,Standard + p.c.(l),4.176,0.4,250.0,0.60,304.6,6.813,4882028.2,1.92
72,480.0,Standard + p.c.(l),4.175,0.4,250.0,0.60,304.1,6.892,4882028.2,2.132
#Mean,480.0,,4.174,,,,,,,
#Std_Dev,0.0,,0.001,,,,,,,
73,500.0,Standard + p.c.(l),4.108,0.4,250.0,0.60,308.5,7.298,4889068.4,1.933
74,500.0,Standard + p.c.(l),4.112,0.4,250.0,0.60,308.7,7.347,4889068.4,1.921
75,500.0,Standard + p.c.(l),4.106,0.4,250.0,0.60,308.0,7.538,4889068.4,1.91
#Mean,500.0,,4.109,,,,,,,
#Std_Dev,0.0,,0.003,,,,,,,
76,520.0,Standard + p.c.(l),4.056,0.4,250.0,0.60,311.6,7.881,4889068.4,1.941
77,520.0,Standard + p.c.(l),4.053,0.4,250.0,0.60,312.1,6.761,4246762.2,1.919
78,520.0,Standard + p.c.(l),4.057,0.4,250.0,0.60,311.8,6.805,4246762.2,1.909
#Mean,520.0,,4.055,,,,,,,
#Std_Dev,0.0,,0.002,,,,,,,
79,540.0,Standard + p.c.(l),4.006,0.4,250.0,0.60,315.9,7.329,4246762.2,1.933
80,540.0,Standard + p.c.(l),4.009,0.4,250.0,0.60,315.0,7.346,4246762.2,1.912
81,540.0,Standard + p.c.(l),4.009,0.4,250.0,0.60,314.7,7.385,4246762.2,1.946
#Mean,540.0,,4.008,,,,,,,
#Std_Dev,0.0,,0.001,,,,,,,
82,560.0,Standard + p.c.(l),3.956,0.4,250.0,0.60,318.0,7.821,4246762.2,1.948
83,560.0,Standard + p.c.(l),3.965,0.4,250.0,0.60,318.1,7.642,4246762.2,1.964
84,560.0,Standard + p.c.(l),3.959,0.4,250.0,0.60,318.8,7.569,4246762.2,1.918
#Mean,560.0,,3.960,,,,,,,
#Std_Dev,0.0,,0.005,,,,,,,
85,580.0,Standard + p.c.(l),3.915,0.4,250.0,0.60,321.4,8.209,4246762.2,1.938
86,580.0,Standard + p.c.(l),3.916,0.4,250.0,0.60,321.1,6.9,3582396.5,1.909
87,580.0,Standard + p.c.(l),3.916,0.4,250.0,0.60,321.7,6.814,3582396.5,1.92
#Mean,580.0,,3.916,,,,,,,
#Std_Dev,0.0,,0.000,,,,,,,
88,600.0,Standard + p.c.(l),3.876,0.4,250.0,0.60,324.1,7.189,3582396.5,1.959
89,600.0,Standard + p.c.(l),3.884,0.4,250.0,0.60,323.2,7.219,3582396.5,1.921
90,600.0,Standard + p.c.(l),3.877,0.4,250.0,0.60,324.1,7.27,3582396.5,1.927
#Mean,600.0,,3.879,,,,,,,
#Std_Dev,0.0,,0.005,,,,,,,
91,620.0,Standard + p.c.(l),3.836,0.4,250.0,0.60,326.9,7.625,3582396.5,1.908
92,620.0,Standard + p.c.(l),3.833,0.4,250.0,0.60,326.8,7.686,3582396.5,1.936
93,620.0,Standard + p.c.(l),3.842,0.4,250.0,0.60,325.6,7.625,3582396.5,2.132
#Mean,620.0,,3.837,,,,,,,
#Std_Dev,0.0,,0.005,,,,,,,
94,640.0,Standard + p.c.(l),3.811,0.4,250.0,0.60,328.5,8.088,3582396.5,2.115
95,640.0,Standard + p.c.(l),3.805,0.4,250.0,0.60,328.8,6.863,3097792.0,1.934
96,640.0,Standard + p.c.(l),3.800,0.4,250.0,0.60,329.1,6.904,3097792.0,1.964
#Mean,640.0,,3.805,,,,,,,
#Std_Dev,0.0,,0.006,,,,,,,
97,660.0,Standard + p.c.(l),3.774,0.4,250.0,0.60,330.7,7.303,3097792.0,2.137
98,660.0,Standard + p.c.(l),3.769,0.4,250.0,0.60,331.1,7.226,3097792.0,1.925
99,660.0,Standard + p.c.(l),3.785,0.4,250.0,0.60,330.2,7.372,3097792.0,2.115
#Mean,660.0,,3.776,,,,,,,
#Std_Dev,0.0,,0.008,,,,,,,
100,680.0,Standard + p.c.(l),3.714,0.4,250.0,0.60,333.5,7.536,3097792.0,1.94
101,680.0,Standard + p.c.(l),3.727,0.4,250.0,0.60,333.3,7.473,3097792.0,1.921
102,680.0,Standard + p.c.(l),3.745,0.4,250.0,0.60,334.0,7.585,3097792.0,2.1
#Mean,680.0,,3.729,,,,,,,
#Std_Dev,0.0,,0.016,,,,,,,
103,700.0,Standard + p.c.(l),3.706,0.3,250.0,0.60,335.1,7.987,3097792.0,2.078
104,700.0,Standard + p.c.(l),3.692,0.4,250.0,0.60,335.8,7.999,3097792.0,1.919
105,700.0,Standard + p.c.(l),3.692,0.4,250.0,0.60,335.3,7.966,3097792.0,1.919
#Mean,700.0,,3.697,,,,,,,
#Std_Dev,0.0,,0.008,,,,,,,
106,720.0,Standard + p.c.(l),3.665,0.4,250.0,0.60,338.4,8.386,3097792.0,1.937
107,720.0,Standard + p.c.(l),3.693,0.4,250.0,0.60,337.4,6.968,2619680.2,1.937
108,720.0,Standard + p.c.(l),3.681,0.3,250.0,0.60,336.9,6.804,2619680.2,1.911
#Mean,720.0,,3.680,,,,,,,
#Std_Dev,0.0,,0.014,,,,,,,
109,740.0,Standard + p.c.(l),3.648,0.4,250.0,0.60,338.2,7.313,2619680.2,2.118
110,740.0,Standard + p.c.(l),3.644,0.4,250.0,0.60,338.5,7.16,2619680.2,1.927
111,740.0,Standard + p.c.(l),3.649,0.3,250.0,0.60,338.6,7.061,2619680.2,1.955
#Mean,740.0,,3.647,,,,,,,
#Std_Dev,0.0,,0.003,,,,,,,
112,760.0,Standard + p.c.(l),3.632,0.4,250.0,0.60,340.9,7.466,2619680.2,1.902
113,760.0,Standard + p.c.(l),3.623,0.3,250.0,0.60,339.6,7.394,2619680.2,1.913
114,760.0,Standard + p.c.(l),3.635,0.3,250.0,0.60,340.1,7.535,2619680.2,2.07
#Mean,760.0,,3.630,,,,,,,
#Std_Dev,0.0,,0.006,,,,,,,
115,780.0,Standard + p.c.(l),3.614,0.3,250.0,0.60,340.6,7.828,2619680.2,2.132
116,780.0,Standard + p.c.(l),3.612,0.3,250.0,0.60,340.7,7.654,2619680.2,1.938
117,780.0,Standard + p.c.(l),3.616,0.4,250.0,0.60,341.0,7.615,2619680.2,1.945
#Mean,780.0,,3.614,,,,,,,
#Std_Dev,0.0,,0.002,,,,,,,
118,800.0,Standard + p.c.(l),3.575,0.4,250.0,0.60,342.0,8.152,2619680.2,1.942
119,800.0,Standard + p.c.(l),3.601,0.3,250.0,0.60,341.6,7.983,2619680.2,1.93
120,800.0,Standard + p.c.(l),3.593,0.3,250.0,0.60,342.0,7.793,2619680.2,1.943
#Mean,800.0,,3.590,,,,,,,
#Std_Dev,0.0,,0.014,,,,,,,
121,820.0,Standard + p.c.(l),3.580,0.3,250.0,0.60,342.4,8.199,2619680.2,2.126
122,820.0,Standard + p.c.(l),3.609,0.3,250.0,0.60,340.7,8.338,2619680.2,1.916
123,820.0,Standard + p.c.(l),3.583,0.3,250.0,0.60,342.6,8.075,2619680.2,1.951
#Mean,820.0,,3.591,,,,,,,
#Std_Dev,0.0,,0.016,,,,,,,
124,840.0,Standard + p.c.(l),3.567,0.3,250.0,0.60,342.8,8.487,2619680.2,2.084
125,840.0,Standard + p.c.(l),3.582,0.3,250.0,0.60,341.1,7.329,2260705.3,2.094
126,840.0,Standard + p.c.(l),3.577,0.3,250.0,0.60,342.5,7.314,2260705.3,2.05
#Mean,840.0,,3.575,,,,,,,
#Std_Dev,0.0,,0.008,,,,,,,
127,860.0,Standard + p.c.(l),3.539,0.3,250.0,0.60,344.0,7.501,2260705.3,1.943
128,860.0,Standard + p.c.(l),3.558,0.3,250.0,0.60,343.3,7.466,2260705.3,1.934
129,860.0,Standard + p.c.(l),3.519,0.3,250.0,0.60,344.7,7.383,2260705.3,1.922
#Mean,860.0,,3.539,,,,,,,
#Std_Dev,0.0,,0.020,,,,,,,
130,880.0,Standard + p.c.(l),3.563,0.3,250.0,0.60,342.3,7.73,2260705.3,2.113
131,880.0,Standard + p.c.(l),3.552,0.3,250.0,0.60,342.0,7.675,2260705.3,2.114
132,880.0,Standard + p.c.(l),3.557,0.3,250.0,0.60,343.7,7.604,2260705.3,1.929
#Mean,880.0,,3.557,,,,,,,
#Std_Dev,0.0,,0.006,,,,,,,
133,900.0,Standard + p.c.(l),3.522,0.3,250.0,0.60,341.9,7.762,2260705.3,1.954
134,900.0,Standard + p.c.(l),3.566,0.3,250.0,0.60,341.4,7.963,2260705.3,2.11
135,900.0,Standard + p.c.(l),3.621,0.3,250.0,0.60,339.4,7.906,2260705.3,2.054
#Mean,900.0,,3.570,,,,,,,
#Std_Dev,0.0,,0.050,,,,,,,
136,920.0,Standard + p.c.(l),3.555,0.3,250.0,0.60,340.1,8.005,2260705.3,1.944
137,920.0,Standard + p.c.(l),3.566,0.3,250.0,0.60,338.7,8.072,2260705.3,1.931
138,920.0,Standard + p.c.(l),3.524,0.4,250.0,0.60,343.5,8.022,2260705.3,1.917
#Mean,920.0,,3.548,,,,,,,
#Std_Dev,0.0,,0.022,,,,,,,
139,940.0,Standard + p.c.(l),3.546,0.3,250.0,0.60,340.6,8.039,2260705.3,1.951
140,940.0,Standard + p.c.(l),3.642,0.3,250.0,0.60,334.7,8.246,2260705.3,2.154
141,940.0,Standard + p.c.(l),3.618,0.3,250.0,0.60,336.6,8.268,2260705.3,1.946
#Mean,940.0,,3.602,,,,,,,
#Std_Dev,0.0,,0.050,,,,,,,
142,960.0,Standard + p.c.(l),3.591,0.3,250.0,0.60,337.7,8.558,2260705.3,1.93
143,960.0,Standard + p.c.(l),3.581,0.3,250.0,0.60,333.7,8.414,2260705.3,2.083
144,960.0,Standard + p.c.(l),3.628,0.3,250.0,0.60,335.6,8.477,2260705.3,1.91
#Mean,960.0,,3.600,,,,,,,
#Std_Dev,0.0,,0.025,,,,,,,
146,1000.0,Standard + p.c.(l),3.689,0.3,250.0,0.60,327.9,7.385,1879357.9,1.938
147,1000.0,Standard + p.c.(l),3.639,0.3,250.0,0.60,332.1,7.473,1879357.9,1.928
148,1000.0,Standard + p.c.(l),3.647,0.3,250.0,0.60,329.3,7.617,1879357.9,1.917
#Mean,1000.0,,3.658,,,,,,,
#Std_Dev,0.0,,0.027,,,,,,,
149,1020.0,Standard + p.c.(l),3.676,0.3,250.0,0.60,327.6,7.651,1879357.9,1.935
150,1020.0,Standard + p.c.(l),3.651,0.3,250.0,0.60,328.2,7.563,1879357.9,2.134
151,1020.0,Standard + p.c.(l),3.701,0.3,250.0,0.60,326.6,7.608,1879357.9,1.931
#Mean,1020.0,,3.676,,,,,,,
#Std_Dev,0.0,,0.025,,,,,,,
152,1040.0,Standard + p.c.(l),3.703,0.3,250.0,0.60,326.5,7.737,1879357.9,1.941
153,1040.0,Standard + p.c.(l),3.707,0.3,250.0,0.60,325.0,7.768,1879357.9,1.939
154,1040.0,Standard + p.c.(l),3.725,0.3,250.0,0.60,324.3,7.693,1879357.9,2.101
#Mean,1040.0,,3.711,,,,,,,
#Std_Dev,0.0,,0.012,,,,,,,
155,1060.0,Standard + p.c.(l),3.715,0.3,250.0,0.60,323.6,7.985,1879357.9,1.943
156,1060.0,Standard + p.c.(l),3.726,0.3,250.0,0.60,322.3,7.74,1879357.9,2.117
157,1060.0,Standard + p.c.(l),3.723,0.3,250.0,0.60,323.1,7.856,1879357.9,1.957
#Mean,1060.0,,3.721,,,,,,,
#Std_Dev,0.0,,0.006,,,,,,,
158,1080.0,Standard + p.c.(l),3.754,0.3,250.0,0.60,318.8,8.004,1879357.9,1.927
159,1080.0,Standard + p.c.(l),3.737,0.3,250.0,0.60,321.3,7.833,1879357.9,2.115
160,1080.0,Standard + p.c.(l),3.742,0.3,250.0,0.60,320.3,8.021,1879357.9,1.929
#Mean,1080.0,,3.744,,,,,,,
#Std_Dev,0.0,,0.009,,,,,,,
161,1100.0,Standard + p.c.(l),3.773,0.3,250.0,0.60,317.2,8.081,1879357.9,2.088
162,1100.0,Standard + p.c.(l),3.879,0.4,250.0,0.60,316.4,8.07,1879357.9,1.916
163,1100.0,Standard + p.c.(l),3.805,0.3,250.0,0.60,315.8,8.285,1879357.9,1.961
#Mean,1100.0,,3.819,,,,,,,
#Std_Dev,0.0,,0.054,,,,,,,
164,1120.0,Standard + p.c.(l),3.818,0.2,250.0,0.60,313.8,8.138,1879357.9,1.924
165,1120.0,Standard + p.c.(l),3.814,0.2,250.0,0.60,315.7,8.116,1879357.9,2.084
166,1120.0,Standard + p.c.(l),3.776,0.2,250.0,0.60,313.1,8.22,1879357.9,2.065
#Mean,1120.0,,3.803,,,,,,,
#Std_Dev,0.0,,0.023,,,,,,,
167,1140.0,Standard + p.c.(l),3.841,0.2,250.0,0.60,309.3,8.221,1879357.9,2.134
168,1140.0,Standard + p.c.(l),3.930,0.3,250.0,0.60,307.5,8.091,1879357.9,2.113
169,1140.0,Standard + p.c.(l),3.880,0.3,250.0,0.60,310.6,8.276,1879357.9,1.94
#Mean,1140.0,,3.884,,,,,,,
#Std_Dev,0.0,,0.044,,,,,,,
170,1180.0,Standard + p.c.(l),4.092,0.4,250.0,0.60,297.1,4.391,981255.6,1.93
171,1180.0,Standard + p.c.(l),3.959,0.3,250.0,0.60,300.4,7.74,1690366.1,2.123
172,1180.0,Standard + p.c.(l),4.029,0.3,250.0,0.60,300.3,7.701,1690366.1,1.913
#Mean,1180.0,,4.027,,,,,,,
#Std_Dev,0.0,,0.066,,,,,,,

