##Thermal_diffusivity

##General_information
#Database,set3.mdb
#Instrument,#LFA_467
#Identity,graphite putty set 3
#Date,2022-12-12
#Material,P2 - C
#Ref_temperature /�C,20.0
#Ref_density /(g/cm^3),1.000
#Sample,P2
#Type,#Single_layer
#Sample position,C
#Spotsize,2.8
#Filter,0
#Thickness_RT/mm,2.8500
#Diameter/mm,9.800
#Sensor,InSb (HT)
#Operator,MJA
#Remark_mment,---
#Cp_table,Cp_const
#Expansion_table,dL_const
#CalcCode,Standard + p.c./l/0-0-0
#MFC_Purge2_Gas,ARGON
#MFC_Protective_Gas,ARGON
,

##Results
#Shot_number,#Temperature/C,#Model,#Diffusivity/(mm^2/s),#Uncertainty/%,#Laser_voltage/V,#Pulse_width/ms,#Half_time,#T_Infin,#Ampl_gain,#Pulse_integr
#Mean,640.0,,2.630,,,,,,,
#Std_Dev,0.0,,0.044,,,,,,,
97,660.0,Standard + p.c.(l),2.736,0.8,250.0,0.60,375.6,8.091,5086586.9,2.052
98,660.0,Standard + p.c.(l),2.724,0.6,250.0,0.60,378.5,8.047,5086586.9,2.033
99,660.0,Standard + p.c.(l),2.721,0.6,250.0,0.60,378.6,8.074,5086586.9,2.061
#Mean,660.0,,2.727,,,,,,,
#Std_Dev,0.0,,0.008,,,,,,,
100,680.0,Standard + p.c.(l),2.902,0.7,250.0,0.60,358.6,7.077,4430982.4,1.882
101,680.0,Standard + p.c.(l),2.881,0.6,250.0,0.60,361.2,7.212,4430982.4,2.051
102,680.0,Standard + p.c.(l),2.879,0.6,250.0,0.60,361.8,7.281,4430982.4,2.051
#Mean,680.0,,2.887,,,,,,,
#Std_Dev,0.0,,0.013,,,,,,,
103,700.0,Standard + p.c.(l),3.074,0.8,250.0,0.60,339.4,7.589,4430982.4,1.917
104,700.0,Standard + p.c.(l),3.024,0.7,250.0,0.60,344.0,7.663,4430982.4,2.067
105,700.0,Standard + p.c.(l),3.015,0.7,250.0,0.60,344.1,7.554,4430982.4,2.033
#Mean,700.0,,3.038,,,,,,,
#Std_Dev,0.0,,0.031,,,,,,,
106,720.0,Standard + p.c.(l),3.260,0.9,250.0,0.60,321.6,8.193,4430982.4,2.067
107,720.0,Standard + p.c.(l),3.207,0.8,250.0,0.60,329.4,6.715,3717569.6,2.029
108,720.0,Standard + p.c.(l),3.207,0.6,250.0,0.60,326.1,6.653,3717569.6,2.034
#Mean,720.0,,3.225,,,,,,,
#Std_Dev,0.0,,0.030,,,,,,,
109,740.0,Standard + p.c.(l),3.449,0.8,250.0,0.60,304.9,7.204,3717569.6,2.073
110,740.0,Standard + p.c.(l),3.388,0.6,250.0,0.60,307.4,7.095,3717569.6,2.075
111,740.0,Standard + p.c.(l),3.367,0.7,250.0,0.60,309.5,7.081,3717569.6,2.007
#Mean,740.0,,3.401,,,,,,,
#Std_Dev,0.0,,0.043,,,,,,,
112,760.0,Standard + p.c.(l),3.608,0.8,250.0,0.60,291.1,7.762,3717569.6,2.026
113,760.0,Standard + p.c.(l),3.554,0.6,250.0,0.60,294.1,7.837,3717569.6,2.063
114,760.0,Standard + p.c.(l),3.555,0.7,250.0,0.60,294.7,7.726,3717569.6,2.046
#Mean,760.0,,3.573,,,,,,,
#Std_Dev,0.0,,0.031,,,,,,,
115,780.0,Standard + p.c.(l),3.785,0.7,250.0,0.60,279.4,8.217,3717569.6,2.054
116,780.0,Standard + p.c.(l),3.734,0.7,250.0,0.60,280.0,6.795,3066736.8,2.029
117,780.0,Standard + p.c.(l),3.753,0.6,250.0,0.60,278.2,6.672,3066736.8,2.044
#Mean,780.0,,3.757,,,,,,,
#Std_Dev,0.0,,0.026,,,,,,,
118,800.0,Standard + p.c.(l),3.917,0.7,250.0,0.60,266.6,7.081,3066736.8,2.053
119,800.0,Standard + p.c.(l),3.887,0.7,250.0,0.60,268.5,7.073,3066736.8,2.02
120,800.0,Standard + p.c.(l),3.875,0.9,250.0,0.60,269.3,7.132,3066736.8,2.019
#Mean,800.0,,3.893,,,,,,,
#Std_Dev,0.0,,0.021,,,,,,,
121,820.0,Standard + p.c.(l),4.079,0.7,250.0,0.60,256.0,7.471,3066736.8,2.064
122,820.0,Standard + p.c.(l),4.036,0.6,250.0,0.60,260.0,7.16,3066736.8,1.896
123,820.0,Standard + p.c.(l),4.034,0.6,250.0,0.60,260.0,7.267,3066736.8,2.064
#Mean,820.0,,4.050,,,,,,,
#Std_Dev,0.0,,0.025,,,,,,,
124,840.0,Standard + p.c.(l),4.224,0.7,250.0,0.60,250.0,7.451,3066736.8,2.076
